sig_id,pert_type,gene_id
XPR009_U251MG.311_96H:O02,trt_xpr,5241
XPR009_U251MG.311_96H:E03,trt_xpr,6869
XPR009_U251MG.311_96H:I09,trt_xpr,6869
XPR009_U251MG.311_96H:G10,trt_xpr,6865
XPR009_U251MG.311_96H:M24,trt_xpr,6865
XPR009_U251MG.311_96H:F19,trt_xpr,6870
XPR009_U251MG.311_96H:P09,trt_xpr,6870
XPR031_U251MG.311_96H:H10,trt_xpr,5449
XPR031_U251MG.311_96H:P12,trt_xpr,5449
XPR011_U251MG.311_96H:B17,trt_xpr,268
XPR011_U251MG.311_96H:N13,trt_xpr,268
XPR014_U251MG.311_96H:G02,trt_xpr,1045
XPR014_U251MG.311_96H:G10,trt_xpr,1045
XPR030_U251MG.311_96H:L07,trt_xpr,2243
XPR030_U251MG.311_96H:P19,trt_xpr,2243
XPR037_U251MG.311_96H:C18,trt_xpr,2266
XPR037_U251MG.311_96H:I04,trt_xpr,2266
XPR018_U251MG.311_96H:F17,trt_xpr,3626
XPR018_U251MG.311_96H:N13,trt_xpr,3626
XPR018_U251MG.311_96H:B17,trt_xpr,83729
XPR018_U251MG.311_96H:B19,trt_xpr,83729
XPR018_U251MG.311_96H:I16,trt_xpr,3581
XPR018_U251MG.311_96H:K02,trt_xpr,3581
XPR028_U251MG.311_96H:K17,trt_xpr,3990
XPR028_U251MG.311_96H:O13,trt_xpr,3990
XPR009_U251MG.311_96H:C02,trt_xpr,8513
XPR009_U251MG.311_96H:E18,trt_xpr,8513
XPR032_U251MG.311_96H:E07,trt_xpr,4923
XPR032_U251MG.311_96H:I15,trt_xpr,4923
XPR023_U251MG.311_96H:I23,trt_xpr,140545
XPR023_U251MG.311_96H:K01,trt_xpr,140545
XPR027_U251MG.311_96H:B14,trt_xpr,7634
XPR027_U251MG.311_96H:N10,trt_xpr,7634
XPR024_U251MG.311_96H:G13,trt_xpr,6498
XPR024_U251MG.311_96H:I11,trt_xpr,6498
XPR036_U251MG.311_96H:N23,trt_xpr,1158
XPR036_U251MG.311_96H:P23,trt_xpr,1158
XPR033_U251MG.311_96H:E19,trt_xpr,3948
XPR033_U251MG.311_96H:M17,trt_xpr,3948
XPR019_U251MG.311_96H:L23,trt_xpr,55891
XPR019_U251MG.311_96H:N07,trt_xpr,55891
XPR010_U251MG.311_96H:D18,trt_xpr,4843
XPR010_U251MG.311_96H:L10,trt_xpr,4843
XPR010_U251MG.311_96H:G17,trt_xpr,4985
XPR010_U251MG.311_96H:M17,trt_xpr,4985
XPR009_U251MG.311_96H:C03,trt_xpr,4986
XPR009_U251MG.311_96H:C09,trt_xpr,4986
XPR031_U251MG.311_96H:A10,trt_xpr,5133
XPR031_U251MG.311_96H:C04,trt_xpr,5133
XPR032_U251MG.311_96H:L21,trt_xpr,10743
XPR030_U251MG.311_96H:N04,trt_xpr,50700
XPR030_U251MG.311_96H:P10,trt_xpr,50700
XPR023_U251MG.311_96H:A13,trt_xpr,54546
XPR023_U251MG.311_96H:C17,trt_xpr,54546
XPR035_U251MG.311_96H:H05,trt_xpr,23235
XPR035_U251MG.311_96H:J05,trt_xpr,23235
XPR009_U251MG.311_96H:L18,trt_xpr,6752
XPR009_U251MG.311_96H:P10,trt_xpr,6752
XPR043_U251MG.311_96H:I10,trt_xpr,6754
XPR009_U251MG.311_96H:L13,trt_xpr,6754
XPR009_U251MG.311_96H:P07,trt_xpr,6754
XPR043_U251MG.311_96H:E02,trt_xpr,6754
XPR043_U251MG.311_96H:G08,trt_xpr,6754
XPR043_U251MG.311_96H:I04,trt_xpr,6754
XPR043_U251MG.311_96H:I12,trt_xpr,6754
XPR043_U251MG.311_96H:O02,trt_xpr,6754
XPR009_U251MG.311_96H:C22,trt_xpr,6755
XPR009_U251MG.311_96H:G14,trt_xpr,6755
XPR034_U251MG.311_96H:I09,trt_xpr,81027
XPR034_U251MG.311_96H:M23,trt_xpr,81027
XPR019_U251MG.311_96H:N20,trt_xpr,7700
XPR027_U251MG.311_96H:H24,trt_xpr,7700
XPR027_U251MG.311_96H:N22,trt_xpr,7700
XPR027_U251MG.311_96H:N12,trt_xpr,126231
XPR027_U251MG.311_96H:N16,trt_xpr,126231
XPR012_U251MG.311_96H:G05,trt_xpr,417
XPR012_U251MG.311_96H:K19,trt_xpr,417
XPR011_U251MG.311_96H:B13,trt_xpr,3899
XPR011_U251MG.311_96H:N03,trt_xpr,3899
XPR017_U251MG.311_96H:E08,trt_xpr,11148
XPR017_U251MG.311_96H:M02,trt_xpr,11148
XPR035_U251MG.311_96H:P01,trt_xpr,79906
XPR035_U251MG.311_96H:P17,trt_xpr,79906
XPR035_U251MG.311_96H:H21,trt_xpr,51314
XPR035_U251MG.311_96H:L07,trt_xpr,51314
XPR023_U251MG.311_96H:A05,trt_xpr,6007
XPR023_U251MG.311_96H:G17,trt_xpr,6007
XPR026_U251MG.311_96H:I24,trt_xpr,7292
XPR026_U251MG.311_96H:K02,trt_xpr,7292
XPR011_U251MG.311_96H:N02,trt_xpr,79722
XPR011_U251MG.311_96H:P12,trt_xpr,79722
XPR012_U251MG.311_96H:B21,trt_xpr,682
XPR012_U251MG.311_96H:J19,trt_xpr,682
XPR008_U251MG.311_96H:L12,trt_xpr,846
XPR008_U251MG.311_96H:P08,trt_xpr,846
XPR013_U251MG.311_96H:A15,trt_xpr,732
XPR013_U251MG.311_96H:K07,trt_xpr,732
XPR029_U251MG.311_96H:K16,trt_xpr,2880
XPR029_U251MG.311_96H:M04,trt_xpr,2880
XPR008_U251MG.311_96H:N17,trt_xpr,2741
XPR008_U251MG.311_96H:P07,trt_xpr,2741
XPR010_U251MG.311_96H:B12,trt_xpr,2742
XPR010_U251MG.311_96H:D24,trt_xpr,2742
XPR008_U251MG.311_96H:H14,trt_xpr,8001
XPR008_U251MG.311_96H:P10,trt_xpr,8001
XPR030_U251MG.311_96H:A19,trt_xpr,2815
XPR030_U251MG.311_96H:G03,trt_xpr,2815
XPR037_U251MG.311_96H:D02,trt_xpr,51206
XPR037_U251MG.311_96H:H22,trt_xpr,51206
XPR012_U251MG.311_96H:B10,trt_xpr,5581
XPR012_U251MG.311_96H:J22,trt_xpr,5581
XPR033_U251MG.311_96H:D19,trt_xpr,866
XPR033_U251MG.311_96H:J05,trt_xpr,866
XPR028_U251MG.311_96H:G02,trt_xpr,462
XPR028_U251MG.311_96H:K14,trt_xpr,462
XPR043_U251MG.311_96H:D12,trt_xpr,3053
XPR043_U251MG.311_96H:J10,trt_xpr,3053
XPR043_U251MG.311_96H:L18,trt_xpr,3053
XPR029_U251MG.311_96H:C05,trt_xpr,7166
XPR029_U251MG.311_96H:C09,trt_xpr,7166
XPR009_U251MG.311_96H:J13,trt_xpr,59343
XPR009_U251MG.311_96H:L01,trt_xpr,59343
XPR033_U251MG.311_96H:E05,trt_xpr,8600
XPR033_U251MG.311_96H:E09,trt_xpr,8600
XPR026_U251MG.311_96H:E16,trt_xpr,8995
XPR026_U251MG.311_96H:E20,trt_xpr,8995
XPR013_U251MG.311_96H:C01,trt_xpr,731
XPR013_U251MG.311_96H:I19,trt_xpr,731
XPR008_U251MG.311_96H:J23,trt_xpr,1621
XPR008_U251MG.311_96H:L01,trt_xpr,1621
XPR016_U251MG.311_96H:A20,trt_xpr,60401
XPR016_U251MG.311_96H:I08,trt_xpr,60401
