gene_id,regulation,tissue_id
274,AuG,1896
3326,AuG,1891
547,AuG,2240
139212,AuG,955
56904,AuG,1891
57493,AuG,1896
56776,AuG,1891
55859,AuG,1891
8869,AuG,2037
1113,AuG,1896
5445,AuG,1896
90668,AuG,955
54947,AuG,1891
3773,AuG,2037
90933,AuG,1896
51326,AuG,955
57546,AuG,955
1778,AuG,2037
257397,AuG,955
2978,AuG,955
10150,AuG,2240
57537,AuG,955
54471,AuG,955
4914,AuG,1891
57704,AuG,955
57172,AuG,1893
10059,AuG,1896
100129583,AuG,955
58526,AuG,1891
53637,AuG,1896
1465,AuG,1896
57325,AuG,1891
1299,AuG,1896
2563,AuG,1893
27289,AuG,955
81539,AuG,2037
112755,AuG,1891
57477,AuG,1896
5653,AuG,2240
9663,AuG,2240
10888,AuG,955
285613,AuG,1896
26960,AuG,1896
950,AuG,1891
6303,AuG,2240
10220,AuG,1896
3800,AuG,2037
1463,AuG,1891
6444,AuG,1896
1141,AuG,2037
144811,AuG,1891
9312,AuG,955
64840,AuG,2037
129049,AuG,1891
79953,AuG,1893
147991,AuG,2240
222166,AuG,955
23116,AuG,1896
4496,AuG,1896
10612,AuG,2037
51660,AuG,1891
57614,AuG,955
7846,AuG,1896
129807,AuG,955
4852,AuG,955
613,AuG,1893
55102,AuG,1891
1347,AuG,955
231,AuG,1891
374887,AuG,955
10512,AuG,1891
115207,AuG,1896
58476,AuG,2240
8725,AuG,2240
90355,AuG,1896
163183,AuG,2037
873,AuG,2240
55246,AuG,2240
9568,AuG,2037
1687,AuG,1896
54715,AuG,955
55205,AuG,2037
10612,AuG,1891
7846,AuG,2037
8911,AuG,1893
8655,AuG,1893
5306,AuG,955
54209,AuG,955
9945,AuG,2240
374383,AuG,2037
166614,AuG,2240
119392,AuG,1896
8612,AuG,2240
10128,AuG,1891
28984,AuG,2240
5602,AuG,1896
11345,AuG,1891
51665,AuG,2037
221692,AuG,1896
57604,AuG,955
3638,AuG,2240
51517,AuG,1896
57795,AuG,955
401548,AuG,2240
9118,AuG,1891
84722,AuG,1891
54586,AuG,955
23400,AuG,1896
22861,AuG,955
146754,AuG,955
3770,AuG,955
23467,AuG,1893
2912,AuG,955
63895,AuG,1896
55122,AuG,1891
25977,AuG,955
147929,AuG,2240
84258,AuG,955
64854,AuG,1891
25927,AuG,2240
57348,AuG,2240
157567,AuG,1896
6456,AuG,955
6543,AuG,2037
100526842,AuG,955
55898,AuG,2037
5414,AuG,1893
219771,AuG,1896
10570,AuG,955
6242,AuG,1896
23418,AuG,2037
388403,AuG,1896
8718,AuG,2037
11044,AuG,2037
8128,AuG,1896
10229,AuG,955
6683,AuG,2240
776,AuG,2037
4131,AuG,1896
2043,AuG,1893
23786,AuG,2240
56654,AuG,1893
8572,AuG,2240
23108,AuG,955
1299,AuG,2240
11031,AuG,1893
3800,AuG,1891
22982,AuG,1891
27151,AuG,955
164832,AuG,1896
3797,AuG,1891
55207,AuG,2240
54472,AuG,1893
6999,AuG,955
92806,AuG,955
54820,AuG,955
1525,AuG,2240
2556,AuG,955
7036,AuG,955
254956,AuG,955
90634,AuG,1893
56666,AuG,1896
9728,AuG,1896
90249,AuG,2037
10270,AuG,2037
60412,AuG,955
6489,AuG,955
58528,AuG,2037
6258,AuG,955
57555,AuG,1896
8493,AuG,2037
4338,AuG,2240
643641,AuG,955
79825,AuG,1891
127833,AuG,1891
3754,AuG,955
1727,AuG,2240
91683,AuG,955
3215,AuG,1896
285237,AuG,2240
23255,AuG,1893
782,AuG,1893
55799,AuG,955
55182,AuG,1891
90121,AuG,1896
79570,AuG,955
51248,AuG,1896
1463,AuG,2037
9970,AuG,955
23136,AuG,2240
1808,AuG,1893
23114,AuG,2037
599,AuG,2037
7803,AuG,1896
5663,AuG,2240
2770,AuG,2240
158234,AuG,2037
118442,AuG,2240
128308,AuG,955
64431,AuG,1891
342865,AuG,2037
23057,AuG,955
4661,AuG,2037
10857,AuG,1891
79966,AuG,2037
9980,AuG,955
4915,AuG,1896
27254,AuG,1891
23552,AuG,955
9745,AuG,2037
2697,AuG,1896
112476,AuG,2037
10133,AuG,2240
9636,AuG,1896
83881,AuG,2037
11183,AuG,1893
124808,AuG,955
4297,AuG,1896
10570,AuG,1891
57393,AuG,955
55847,AuG,1896
27439,AuG,955
144363,AuG,955
338645,AuG,955
8440,AuG,2037
10634,AuG,955
2747,AuG,955
7018,AuG,1896
7572,AuG,1891
23179,AuG,1891
26030,AuG,1891
83648,AuG,2240
55754,AuG,1896
4741,AuG,955
4204,AuG,1896
11188,AuG,1893
5791,AuG,1896
5412,AuG,1896
23380,AuG,2037
9889,AuG,2037
460,AuG,955
5126,AuG,955
164633,AuG,2037
79137,AuG,2037
84059,AuG,955
441054,AuG,955
150379,AuG,955
2823,AuG,955
148753,AuG,955
1946,AuG,955
54904,AuG,1896
58480,AuG,1891
2778,AuG,2037
291,AuG,955
642273,AuG,955
21,AuG,1893
54858,AuG,1896
2346,AuG,955
57680,AuG,2037
2060,AuG,955
80010,AuG,955
8573,AuG,2240
55589,AuG,1896
10767,AuG,1896
90355,AuG,2240
3337,AuG,2240
285533,AuG,2037
22919,AuG,2240
56255,AuG,955
8301,AuG,2240
54472,AuG,955
5188,AuG,1896
6622,AuG,2037
205327,AuG,1896
9693,AuG,1896
253959,AuG,1896
23396,AuG,955
481,AuG,1891
140290,AuG,955
6814,AuG,2240
441024,AuG,1896
50632,AuG,1893
25900,AuG,2037
55250,AuG,1891
1804,AuG,1891
127018,AuG,2240
1815,AuG,2037
84525,AuG,2240
57657,AuG,2037
1762,AuG,955
10379,AuG,955
4193,AuG,2240
55117,AuG,2037
100288413,AuG,955
84859,AuG,2037
85457,AuG,1896
150946,AuG,1896
158135,AuG,1896
56674,AuG,1896
9227,AuG,2240
343171,AuG,955
10313,AuG,955
79993,AuG,955
2562,AuG,1896
57502,AuG,955
10947,AuG,2240
254428,AuG,2240
55063,AuG,1891
64398,AuG,1896
554282,AuG,2037
10110,AuG,1896
124857,AuG,2037
25782,AuG,1896
285195,AuG,955
9868,AuG,1893
54680,AuG,1893
338707,AuG,955
5008,AuG,955
92154,AuG,2240
55176,AuG,1896
54014,AuG,2240
5717,AuG,1891
50861,AuG,1896
9677,AuG,1893
5142,AuG,1896
84321,AuG,2037
56603,AuG,1891
784,AuG,2037
2495,AuG,2240
1027,AuG,955
57502,AuG,1893
23767,AuG,955
340526,AuG,2037
5881,AuG,955
79712,AuG,1893
59269,AuG,955
56850,AuG,2037
9628,AuG,1891
1910,AuG,1891
11145,AuG,955
8723,AuG,2240
26045,AuG,1893
23105,AuG,955
2332,AuG,1896
5985,AuG,2240
5590,AuG,1891
1373,AuG,2240
713,AuG,1896
10059,AuG,2240
8455,AuG,1891
114793,AuG,2037
5438,AuG,1896
4763,AuG,1893
7122,AuG,1896
6506,AuG,955
57509,AuG,2240
145748,AuG,955
219539,AuG,1896
7879,AuG,1893
8225,AuG,955
10810,AuG,1891
23621,AuG,1893
5578,AuG,1893
118924,AuG,955
84792,AuG,2037
23239,AuG,1896
81628,AuG,2240
23598,AuG,2240
347730,AuG,955
391,AuG,2240
151963,AuG,955
89765,AuG,2240
9394,AuG,2240
4741,AuG,1891
9853,AuG,955
55972,AuG,1891
7248,AuG,1891
133121,AuG,1891
1840,AuG,1891
10313,AuG,2240
9625,AuG,1893
55197,AuG,955
8303,AuG,955
24138,AuG,1896
54557,AuG,1896
3163,AuG,1891
64067,AuG,2037
79931,AuG,955
55816,AuG,1896
6919,AuG,955
22869,AuG,2037
23291,AuG,2240
3174,AuG,955
53829,AuG,1891
113622,AuG,955
63973,AuG,2037
5579,AuG,955
6616,AuG,2240
158358,AuG,955
9832,AuG,2037
165055,AuG,955
115704,AuG,2240
196051,AuG,1896
5905,AuG,955
81689,AuG,2240
2562,AuG,2240
55755,AuG,1896
221687,AuG,2240
54954,AuG,1896
10718,AuG,955
157570,AuG,2240
2926,AuG,2240
4673,AuG,1896
23192,AuG,2037
55967,AuG,955
116,AuG,1896
10715,AuG,2240
166863,AuG,955
51101,AuG,2240
84076,AuG,955
4087,AuG,1896
114990,AuG,955
5295,AuG,955
83698,AuG,2240
2040,AuG,2240
83594,AuG,1896
119032,AuG,2240
80821,AuG,2037
4741,AuG,2240
51447,AuG,2037
122618,AuG,1896
26033,AuG,1893
84900,AuG,1891
9513,AuG,1891
2115,AuG,2037
254048,AuG,2037
6324,AuG,955
54467,AuG,1891
7533,AuG,1893
6867,AuG,1893
6480,AuG,1896
23637,AuG,2240
9223,AuG,1891
25778,AuG,2240
23179,AuG,1896
9988,AuG,2240
340542,AuG,1896
64858,AuG,955
1657,AuG,2240
5870,AuG,955
9912,AuG,1891
10658,AuG,2037
353088,AuG,955
192683,AuG,1891
6284,AuG,955
9448,AuG,1891
79842,AuG,955
5590,AuG,955
6293,AuG,1891
23201,AuG,2037
10231,AuG,955
55636,AuG,2240
80212,AuG,1891
135112,AuG,1891
4905,AuG,1891
339983,AuG,1891
80728,AuG,1891
9783,AuG,955
92579,AuG,1896
222865,AuG,2240
57476,AuG,955
84645,AuG,955
8862,AuG,2240
201255,AuG,2037
256435,AuG,955
4808,AuG,2037
64689,AuG,955
713,AuG,2240
140689,AuG,955
133308,AuG,2037
132,AuG,2240
57596,AuG,1893
27164,AuG,955
6712,AuG,1891
4784,AuG,2037
10811,AuG,955
241,AuG,1896
22950,AuG,955
23300,AuG,2240
25999,AuG,2037
4038,AuG,2240
152007,AuG,1896
27351,AuG,955
9486,AuG,1896
7569,AuG,2037
9671,AuG,2037
816,AuG,1891
9057,AuG,2037
79641,AuG,1891
83692,AuG,1896
84148,AuG,2037
773,AuG,2240
57609,AuG,1896
8655,AuG,1891
84725,AuG,2037
56204,AuG,2037
7381,AuG,1891
2560,AuG,1893
51714,AuG,2240
285641,AuG,955
6233,AuG,1891
2890,AuG,1896
653140,AuG,955
23005,AuG,2037
8497,AuG,1896
84892,AuG,2037
85449,AuG,955
10057,AuG,955
4580,AuG,955
9781,AuG,955
27020,AuG,1893
57168,AuG,2037
11068,AuG,955
90161,AuG,1896
36,AuG,955
10380,AuG,2240
26232,AuG,2037
54617,AuG,2037
7067,AuG,1896
5178,AuG,1893
7345,AuG,2240
2043,AuG,2037
55212,AuG,1896
646627,AuG,955
4217,AuG,1896
11342,AuG,1896
10447,AuG,955
24141,AuG,1893
23175,AuG,2240
84446,AuG,1891
8745,AuG,1896
5901,AuG,1891
2709,AuG,955
90806,AuG,1893
5569,AuG,1896
30820,AuG,955
23283,AuG,1896
8499,AuG,1896
1123,AuG,1896
57535,AuG,955
23710,AuG,2240
253152,AuG,955
54207,AuG,2037
56654,AuG,2240
154215,AuG,1896
29894,AuG,2037
84100,AuG,955
55203,AuG,1891
64446,AuG,955
7305,AuG,1896
246330,AuG,2037
56906,AuG,1891
22982,AuG,2240
57476,AuG,1893
4601,AuG,1891
8288,AuG,955
9409,AuG,955
3988,AuG,1891
203102,AuG,955
22873,AuG,2240
10325,AuG,955
170261,AuG,955
56907,AuG,1896
8518,AuG,2037
79005,AuG,1896
5601,AuG,1896
5573,AuG,1893
100131897,AuG,2037
4062,AuG,955
128218,AuG,955
23162,AuG,1893
145482,AuG,955
26011,AuG,2240
25941,AuG,1893
3084,AuG,955
28978,AuG,1893
9782,AuG,2037
9581,AuG,1893
92737,AuG,2240
2016,AuG,955
23111,AuG,1891
3705,AuG,1896
23467,AuG,955
55540,AuG,2240
7082,AuG,1893
4893,AuG,1891
80224,AuG,955
79712,AuG,2240
203259,AuG,955
23208,AuG,2037
51439,AuG,2240
1740,AuG,1893
55506,AuG,2037
5354,AuG,2240
55344,AuG,2037
8448,AuG,2037
100137049,AuG,2037
23158,AuG,955
5214,AuG,1893
389073,AuG,955
144348,AuG,1896
344561,AuG,2037
79921,AuG,2240
3991,AuG,1896
26115,AuG,955
58504,AuG,1896
200728,AuG,2240
123606,AuG,955
84912,AuG,1896
65055,AuG,1896
23507,AuG,2240
92482,AuG,1896
2977,AuG,1896
4897,AuG,1891
83444,AuG,1891
394,AuG,2240
23040,AuG,1893
8193,AuG,955
4741,AuG,2037
7163,AuG,1891
56848,AuG,1896
85352,AuG,955
11309,AuG,1896
79862,AuG,2037
266727,AuG,955
4494,AuG,2240
57624,AuG,2037
399671,AuG,955
66004,AuG,2240
151790,AuG,2240
5828,AuG,2240
4139,AuG,1896
23096,AuG,1891
8497,AuG,2037
23413,AuG,2240
10826,AuG,1896
9415,AuG,1896
65268,AuG,1896
24139,AuG,1891
51390,AuG,1896
79007,AuG,1891
2169,AuG,955
53616,AuG,2037
10284,AuG,1893
9016,AuG,1891
1363,AuG,2240
63826,AuG,955
10207,AuG,2037
54467,AuG,1896
23329,AuG,955
345757,AuG,955
27314,AuG,955
8537,AuG,1893
5364,AuG,2240
4809,AuG,1893
57226,AuG,2240
5432,AuG,1891
57515,AuG,1893
23641,AuG,1896
2901,AuG,1893
25925,AuG,2240
2946,AuG,955
272,AuG,1891
10098,AuG,2240
79644,AuG,1891
10655,AuG,955
8567,AuG,2037
285346,AuG,2037
114984,AuG,2037
534,AuG,1893
3423,AuG,1893
65009,AuG,2240
222546,AuG,955
57221,AuG,955
9169,AuG,2240
11255,AuG,2037
391712,AuG,955
828,AuG,1896
22866,AuG,1893
1960,AuG,955
441027,AuG,955
9308,AuG,2240
221035,AuG,1891
23446,AuG,2240
1114,AuG,1893
5864,AuG,1891
728239,AuG,955
4832,AuG,2037
131118,AuG,1891
201163,AuG,955
8822,AuG,2037
1299,AuG,1893
6710,AuG,1891
55852,AuG,955
54928,AuG,1891
5375,AuG,2240
115703,AuG,1891
2782,AuG,955
5786,AuG,1891
9793,AuG,2240
3098,AuG,2037
51172,AuG,955
8760,AuG,2240
65250,AuG,955
4897,AuG,1896
53834,AuG,955
3054,AuG,2037
203286,AuG,955
6444,AuG,955
220296,AuG,1896
85440,AuG,2240
50865,AuG,2240
81551,AuG,2037
11144,AuG,955
203547,AuG,1891
200765,AuG,955
84861,AuG,955
4718,AuG,2240
246744,AuG,955
83694,AuG,2037
60484,AuG,1891
22920,AuG,1891
80778,AuG,2037
55859,AuG,1896
23348,AuG,1896
92293,AuG,1891
460,AuG,1891
10715,AuG,2037
10590,AuG,2037
56882,AuG,2240
10580,AuG,1896
64077,AuG,1896
2764,AuG,1896
6853,AuG,1891
60682,AuG,955
6447,AuG,1893
56674,AuG,1891
8939,AuG,2240
4709,AuG,955
84932,AuG,2240
3799,AuG,1896
8437,AuG,1893
29887,AuG,955
747,AuG,955
23390,AuG,1896
9360,AuG,1896
9643,AuG,1891
79656,AuG,955
51310,AuG,1893
57348,AuG,1896
7107,AuG,2240
26033,AuG,955
220963,AuG,2240
2782,AuG,2240
399694,AuG,1891
5905,AuG,1896
54861,AuG,2037
1207,AuG,2240
166647,AuG,955
80184,AuG,1891
64110,AuG,1891
1307,AuG,1891
4809,AuG,1896
128414,AuG,2240
27285,AuG,955
9849,AuG,2240
2802,AuG,2037
6558,AuG,1896
26052,AuG,1896
146198,AuG,1891
83448,AuG,1891
8661,AuG,2240
23281,AuG,2037
5048,AuG,1896
8851,AuG,955
8760,AuG,955
23328,AuG,1896
91298,AuG,2240
56990,AuG,2240
90673,AuG,1891
398,AuG,2037
11168,AuG,1896
2566,AuG,1896
23254,AuG,1893
1797,AuG,2037
89795,AuG,1896
6601,AuG,1893
9638,AuG,1891
3708,AuG,2037
57541,AuG,2037
92126,AuG,955
81551,AuG,2240
9201,AuG,1896
4676,AuG,1891
22911,AuG,2240
55588,AuG,1896
5869,AuG,955
27242,AuG,1891
9912,AuG,2037
155066,AuG,1891
254778,AuG,1891
51761,AuG,1893
51704,AuG,2037
4585,AuG,955
4651,AuG,1893
399979,AuG,2240
5708,AuG,1891
1465,AuG,1893
51555,AuG,955
54332,AuG,1893
79641,AuG,1896
288,AuG,1893
55086,AuG,955
2152,AuG,1893
8567,AuG,1893
402665,AuG,1891
50614,AuG,2037
55607,AuG,1896
80263,AuG,955
23545,AuG,1896
9270,AuG,2037
6483,AuG,2037
2222,AuG,2240
9369,AuG,1893
4905,AuG,1896
404672,AuG,1891
26232,AuG,955
200895,AuG,955
9699,AuG,1896
10231,AuG,1893
3983,AuG,2240
149420,AuG,2037
8669,AuG,2240
8649,AuG,1891
4035,AuG,2037
3295,AuG,2240
23154,AuG,1891
55093,AuG,1896
64400,AuG,1893
83641,AuG,1891
2322,AuG,2037
63035,AuG,2037
136242,AuG,955
139065,AuG,2037
4134,AuG,1896
9331,AuG,2240
23236,AuG,1891
729085,AuG,955
113251,AuG,1891
51128,AuG,1896
120863,AuG,955
4677,AuG,1896
767,AuG,955
4297,AuG,2037
63827,AuG,955
220108,AuG,2240
229,AuG,955
7771,AuG,955
8476,AuG,1893
388610,AuG,1896
29937,AuG,1896
29979,AuG,1891
58524,AuG,955
1592,AuG,955
79187,AuG,1896
56751,AuG,2037
222553,AuG,1896
401190,AuG,955
253635,AuG,955
6310,AuG,955
10671,AuG,1893
94104,AuG,2037
6536,AuG,955
9806,AuG,955
84293,AuG,1896
3687,AuG,1891
8848,AuG,955
63925,AuG,2037
134429,AuG,955
1155,AuG,955
4325,AuG,2037
51171,AuG,1896
23705,AuG,1891
58473,AuG,2240
56970,AuG,1891
127933,AuG,955
112942,AuG,1896
57579,AuG,955
2620,AuG,2240
161742,AuG,955
348938,AuG,955
84630,AuG,2037
5805,AuG,1896
2185,AuG,2037
10815,AuG,955
8467,AuG,1891
55752,AuG,955
10220,AuG,2037
26051,AuG,955
80178,AuG,955
54438,AuG,1891
158471,AuG,2037
755,AuG,955
29899,AuG,2240
2135,AuG,1896
29992,AuG,2037
27443,AuG,2037
6305,AuG,2240
1159,AuG,955
92737,AuG,2037
5995,AuG,955
27122,AuG,1891
57731,AuG,1891
9537,AuG,1893
9132,AuG,955
90843,AuG,955
23210,AuG,2037
23258,AuG,1896
158399,AuG,955
388135,AuG,1891
1994,AuG,2240
23194,AuG,2240
1261,AuG,955
9367,AuG,2240
6711,AuG,1896
55179,AuG,2240
7799,AuG,2037
2566,AuG,1893
9941,AuG,955
26515,AuG,1896
9732,AuG,2037
27164,AuG,1891
641,AuG,955
56851,AuG,955
5579,AuG,1896
9853,AuG,1896
10299,AuG,955
55234,AuG,955
27143,AuG,1891
83549,AuG,2240
55812,AuG,1891
10776,AuG,1896
3756,AuG,955
3767,AuG,2037
5208,AuG,1891
26018,AuG,2240
7419,AuG,1891
10808,AuG,955
23300,AuG,1891
55959,AuG,1891
2705,AuG,1896
79583,AuG,1896
85477,AuG,1896
646851,AuG,955
139599,AuG,2037
8566,AuG,1891
3673,AuG,955
23255,AuG,2037
2895,AuG,955
283989,AuG,2037
79618,AuG,1896
79639,AuG,955
1944,AuG,955
169792,AuG,2240
80745,AuG,2037
653121,AuG,955
1869,AuG,955
3632,AuG,2037
51735,AuG,1896
196792,AuG,955
51735,AuG,955
345557,AuG,1896
2764,AuG,1891
9223,AuG,2240
5557,AuG,955
64398,AuG,1891
51184,AuG,2240
5602,AuG,1891
90121,AuG,955
55770,AuG,1891
3897,AuG,1896
5716,AuG,1893
5654,AuG,1891
5638,AuG,1893
29119,AuG,1896
339105,AuG,955
2281,AuG,955
162968,AuG,2037
1952,AuG,2240
221184,AuG,955
200933,AuG,2037
6773,AuG,2240
56172,AuG,1896
387856,AuG,955
2741,AuG,2037
4190,AuG,1891
51762,AuG,2240
3845,AuG,1893
57698,AuG,2240
1106,AuG,2037
149986,AuG,955
644139,AuG,1896
399888,AuG,2037
728661,AuG,2037
55751,AuG,1891
11135,AuG,2240
9578,AuG,2240
55863,AuG,955
84722,AuG,2240
84251,AuG,955
8541,AuG,955
241,AuG,2240
56899,AuG,1896
200424,AuG,1891
89890,AuG,1891
84449,AuG,2037
57134,AuG,2240
1964,AuG,2240
9659,AuG,1891
112487,AuG,1896
548596,AuG,2037
84790,AuG,1893
9920,AuG,2037
374877,AuG,955
6242,AuG,2240
2250,AuG,955
163782,AuG,955
53344,AuG,955
81575,AuG,1896
9715,AuG,1891
60496,AuG,2240
994,AuG,2037
55643,AuG,2037
3595,AuG,955
23090,AuG,2037
23410,AuG,955
26468,AuG,1893
222256,AuG,2037
83478,AuG,955
23410,AuG,1891
150678,AuG,955
23108,AuG,2037
124491,AuG,1896
7322,AuG,1891
64110,AuG,1896
84842,AuG,2037
10110,AuG,1891
129049,AuG,2037
80150,AuG,1896
9811,AuG,2037
114876,AuG,2240
57719,AuG,955
9649,AuG,2240
22887,AuG,1893
11228,AuG,2240
58476,AuG,1891
9371,AuG,2240
341640,AuG,955
4745,AuG,955
53335,AuG,1893
5621,AuG,2240
57722,AuG,1896
7545,AuG,2240
9639,AuG,2240
7164,AuG,955
84333,AuG,1891
784,AuG,955
9581,AuG,2240
9557,AuG,2240
222537,AuG,955
10382,AuG,1896
400720,AuG,2037
8655,AuG,2240
80256,AuG,1891
8233,AuG,1896
54207,AuG,1891
133308,AuG,2240
126321,AuG,1891
53339,AuG,2240
112574,AuG,1896
51704,AuG,1891
23162,AuG,2037
1525,AuG,1891
56521,AuG,2037
285800,AuG,2240
66008,AuG,2240
84281,AuG,1896
84752,AuG,955
285596,AuG,955
10144,AuG,2037
326624,AuG,955
10383,AuG,1896
127845,AuG,955
58528,AuG,955
10368,AuG,955
23504,AuG,955
64093,AuG,1891
388135,AuG,2037
27092,AuG,955
1102,AuG,2240
254263,AuG,955
79869,AuG,2037
2913,AuG,2240
23541,AuG,1891
64762,AuG,1896
9770,AuG,1891
58157,AuG,2037
4130,AuG,1891
151194,AuG,2240
221302,AuG,955
118427,AuG,955
6010,AuG,1891
145376,AuG,955
7009,AuG,2240
282973,AuG,1896
9213,AuG,2240
6624,AuG,1891
26022,AuG,2240
10458,AuG,1893
51809,AuG,2037
25861,AuG,1891
23285,AuG,1891
9063,AuG,1896
83856,AuG,1891
57479,AuG,2037
63895,AuG,2240
10418,AuG,955
57465,AuG,2037
51123,AuG,1891
828,AuG,2240
5412,AuG,955
10383,AuG,2240
55635,AuG,955
4891,AuG,1891
7748,AuG,955
9732,AuG,955
92703,AuG,1893
81537,AuG,2240
114876,AuG,1893
10291,AuG,2037
8985,AuG,2240
60526,AuG,1891
26084,AuG,1896
60496,AuG,1893
1191,AuG,2240
55466,AuG,2240
729262,AuG,955
8566,AuG,1893
1809,AuG,1891
55744,AuG,955
58478,AuG,955
1211,AuG,2240
10634,AuG,1896
5375,AuG,955
81790,AuG,1891
55610,AuG,955
131096,AuG,955
203522,AuG,2037
55553,AuG,2240
55660,AuG,2240
199746,AuG,955
9764,AuG,1893
10215,AuG,955
56851,AuG,2240
64645,AuG,2240
6305,AuG,1891
56675,AuG,1896
9481,AuG,1891
25789,AuG,1896
9240,AuG,955
29114,AuG,2240
2049,AuG,2037
1271,AuG,955
56928,AuG,955
80144,AuG,955
2743,AuG,2240
342945,AuG,2037
23362,AuG,1896
793,AuG,2037
11137,AuG,1893
81539,AuG,1896
1783,AuG,1896
2009,AuG,955
284371,AuG,2037
5577,AuG,1893
8514,AuG,1896
9415,AuG,1893
81847,AuG,2240
27020,AuG,955
114088,AuG,955
55975,AuG,1896
79912,AuG,1896
7545,AuG,1893
6863,AuG,1896
23162,AuG,1896
9061,AuG,1891
23300,AuG,1896
117154,AuG,955
136227,AuG,955
91373,AuG,955
55161,AuG,2240
285268,AuG,2240
23091,AuG,2240
8897,AuG,2240
57626,AuG,1891
5101,AuG,1896
122618,AuG,1891
6037,AuG,955
25800,AuG,1896
126129,AuG,2037
253832,AuG,1891
4122,AuG,1893
9486,AuG,955
25778,AuG,1893
124404,AuG,955
9788,AuG,2240
347862,AuG,955
57165,AuG,1891
115752,AuG,2240
196051,AuG,1891
8073,AuG,1891
51090,AuG,955
85013,AuG,2240
83692,AuG,955
5101,AuG,1893
340371,AuG,955
51100,AuG,2240
388566,AuG,955
23270,AuG,1893
9134,AuG,955
23090,AuG,955
10645,AuG,1893
10278,AuG,1891
64837,AuG,1891
655,AuG,1893
84276,AuG,1891
64756,AuG,1891
51751,AuG,1891
140885,AuG,1896
60492,AuG,1891
5803,AuG,1896
167410,AuG,1891
84181,AuG,955
285282,AuG,2240
869,AuG,1893
3516,AuG,2240
56521,AuG,1893
56834,AuG,1891
54972,AuG,1893
83941,AuG,955
7534,AuG,1893
51014,AuG,2240
1910,AuG,2240
5581,AuG,1891
1573,AuG,955
57468,AuG,2037
22854,AuG,1891
152926,AuG,1896
63939,AuG,1891
91050,AuG,2037
57528,AuG,955
253559,AuG,955
55061,AuG,955
23136,AuG,1893
57121,AuG,2240
59284,AuG,955
23468,AuG,1896
83696,AuG,1891
51103,AuG,955
1795,AuG,1896
25946,AuG,1891
23322,AuG,955
125058,AuG,955
7844,AuG,2037
55154,AuG,955
51299,AuG,1891
51384,AuG,955
55670,AuG,955
333926,AuG,955
146279,AuG,955
2744,AuG,1893
284076,AuG,1891
7280,AuG,955
23040,AuG,2037
55008,AuG,2240
23136,AuG,2037
55529,AuG,1891
56899,AuG,955
51555,AuG,1896
8884,AuG,1891
9513,AuG,955
63939,AuG,955
79095,AuG,1893
114784,AuG,955
3313,AuG,1891
5138,AuG,955
130355,AuG,955
119587,AuG,2240
134218,AuG,2240
6663,AuG,1896
2911,AuG,2037
64072,AuG,1891
9289,AuG,2240
6663,AuG,955
956,AuG,1891
10818,AuG,955
256435,AuG,1891
8120,AuG,1891
55213,AuG,1891
23250,AuG,955
9107,AuG,1891
25862,AuG,2037
869,AuG,2037
114928,AuG,2240
9145,AuG,955
3988,AuG,1896
55353,AuG,2240
146198,AuG,1896
440026,AuG,1896
25927,AuG,1896
285016,AuG,2240
26119,AuG,2240
84626,AuG,955
9839,AuG,2240
400713,AuG,955
60682,AuG,2240
3797,AuG,955
57498,AuG,2037
57458,AuG,2240
5789,AuG,955
3766,AuG,1896
142,AuG,2240
58504,AuG,955
577,AuG,2240
201161,AuG,955
667,AuG,1896
25928,AuG,955
146057,AuG,2240
43,AuG,1896
5879,AuG,2240
57578,AuG,1891
55704,AuG,1896
1008,AuG,2240
1496,AuG,1896
51101,AuG,955
135,AuG,2037
9043,AuG,2240
140691,AuG,955
7030,AuG,2240
90861,AuG,2240
604,AuG,2037
5164,AuG,2037
92745,AuG,1896
63934,AuG,2037
1139,AuG,955
220972,AuG,1896
5440,AuG,2240
10244,AuG,955
115704,AuG,1891
112703,AuG,1891
80333,AuG,2240
57659,AuG,1891
4735,AuG,1896
23242,AuG,955
8905,AuG,2240
10580,AuG,2240
7586,AuG,1896
1465,AuG,1891
124359,AuG,955
79137,AuG,1891
84868,AuG,955
140885,AuG,2240
122553,AuG,955
5781,AuG,1893
23025,AuG,2037
5153,AuG,955
4760,AuG,2037
27122,AuG,2037
4604,AuG,1896
79017,AuG,955
127018,AuG,1891
145270,AuG,1896
79616,AuG,2037
64762,AuG,2037
10079,AuG,955
342035,AuG,2240
143879,AuG,955
27085,AuG,2037
80256,AuG,1896
54847,AuG,2037
54764,AuG,2037
57226,AuG,1896
374291,AuG,1896
2778,AuG,1896
54910,AuG,2240
286205,AuG,955
10783,AuG,955
81873,AuG,1891
79836,AuG,2037
794,AuG,2037
7547,AuG,955
55636,AuG,1896
2246,AuG,1896
9481,AuG,1896
5862,AuG,1893
122809,AuG,1896
80217,AuG,955
10172,AuG,955
131669,AuG,955
7879,AuG,2240
2913,AuG,1896
51360,AuG,955
8506,AuG,1896
23528,AuG,1891
23165,AuG,2037
63876,AuG,955
26267,AuG,955
3755,AuG,955
23528,AuG,2240
23414,AuG,2037
3199,AuG,2240
57472,AuG,2037
200162,AuG,955
85012,AuG,1896
9759,AuG,2037
2706,AuG,955
84879,AuG,955
4076,AuG,1891
8869,AuG,1893
221037,AuG,2037
1508,AuG,2240
610,AuG,1893
