gene,relationship,MF
7222,GpMF,GO:0015267
2099,GpMF,GO:0005496
6561,GpMF,GO:0008271
3776,GpMF,GO:0022891
140809,GpMF,GO:0016667
390195,GpMF,GO:0004930
5566,GpMF,GO:0016773
4602,GpMF,GO:0000976
26205,GpMF,GO:0000975
4643,GpMF,GO:0042623
114815,GpMF,GO:0008188
6328,GpMF,GO:0015075
7223,GpMF,GO:0005261
4848,GpMF,GO:0016796
1508,GpMF,GO:0070011
2778,GpMF,GO:0016462
5465,GpMF,GO:0008144
526,GpMF,GO:0016887
7593,GpMF,GO:0000977
4308,GpMF,GO:0005262
7161,GpMF,GO:0001067
2145,GpMF,GO:0016279
5267,GpMF,GO:0061135
120892,GpMF,GO:0017111
596,GpMF,GO:0016248
643246,GpMF,GO:0008092
60312,GpMF,GO:0003779
23759,GpMF,GO:0061659
7074,GpMF,GO:0048365
7481,GpMF,GO:0060589
123041,GpMF,GO:0015298
1080,GpMF,GO:0042626
7015,GpMF,GO:0001223
27092,GpMF,GO:0022843
768,GpMF,GO:0016835
2683,GpMF,GO:0003831
11331,GpMF,GO:0033218
138151,GpMF,GO:0001078
1745,GpMF,GO:0003690
54820,GpMF,GO:0015631
2192,GpMF,GO:0005178
1580,GpMF,GO:0019825
2902,GpMF,GO:0005230
57582,GpMF,GO:0022890
389549,GpMF,GO:1990837
1134,GpMF,GO:0004889
94274,GpMF,GO:0019208
8492,GpMF,GO:0004252
5337,GpMF,GO:0035091
85313,GpMF,GO:0016859
10755,GpMF,GO:0030165
3755,GpMF,GO:0022843
84919,GpMF,GO:0004722
26578,GpMF,GO:0019904
999,GpMF,GO:0050839
5311,GpMF,GO:0022838
3769,GpMF,GO:0015276
50855,GpMF,GO:0008134
92979,GpMF,GO:0016874
80115,GpMF,GO:0008092
4913,GpMF,GO:0004520
6839,GpMF,GO:0018024
337,GpMF,GO:0030234
3274,GpMF,GO:0004930
10617,GpMF,GO:0004843
2775,GpMF,GO:0031628
7013,GpMF,GO:0015631
9820,GpMF,GO:0031625
5148,GpMF,GO:0042578
6687,GpMF,GO:0008237
5096,GpMF,GO:0016885
1859,GpMF,GO:0004712
165679,GpMF,GO:0016454
22856,GpMF,GO:0016758
5256,GpMF,GO:0016772
6451,GpMF,GO:0035591
71,GpMF,GO:0044389
8369,GpMF,GO:0046982
10847,GpMF,GO:0016410
11047,GpMF,GO:0061133
50809,GpMF,GO:0003682
63826,GpMF,GO:0043177
63977,GpMF,GO:0000976
6875,GpMF,GO:0046982
2908,GpMF,GO:0000988
477,GpMF,GO:0042626
1141,GpMF,GO:0015075
23046,GpMF,GO:0016817
25800,GpMF,GO:0046873
3956,GpMF,GO:0030395
5076,GpMF,GO:0016175
30827,GpMF,GO:0016741
1022,GpMF,GO:0004693
84912,GpMF,GO:0015215
53919,GpMF,GO:0015349
9518,GpMF,GO:0008083
716,GpMF,GO:0008236
1777,GpMF,GO:0004536
57325,GpMF,GO:0016747
3326,GpMF,GO:0019103
5078,GpMF,GO:0044212
4838,GpMF,GO:0016015
64641,GpMF,GO:0000978
64746,GpMF,GO:0000062
1718,GpMF,GO:0016628
27091,GpMF,GO:0022890
115708,GpMF,GO:0008168
3082,GpMF,GO:0042056
8538,GpMF,GO:0000981
100528032,GpMF,GO:0019900
93649,GpMF,GO:0000989
2066,GpMF,GO:0004716
55190,GpMF,GO:0052841
79618,GpMF,GO:0032403
8780,GpMF,GO:0016772
57194,GpMF,GO:0016817
403,GpMF,GO:0032561
1436,GpMF,GO:0042803
2569,GpMF,GO:0015075
5924,GpMF,GO:0005089
113451,GpMF,GO:0015203
5510,GpMF,GO:0030234
5654,GpMF,GO:0004175
8013,GpMF,GO:0000976
286676,GpMF,GO:0030228
558,GpMF,GO:0043177
54413,GpMF,GO:0050839
57468,GpMF,GO:0022820
3489,GpMF,GO:0005520
63874,GpMF,GO:0052689
9693,GpMF,GO:0050699
8648,GpMF,GO:0001076
326624,GpMF,GO:0019001
147700,GpMF,GO:0019894
126432,GpMF,GO:0008047
83933,GpMF,GO:0016810
79054,GpMF,GO:0022838
10085,GpMF,GO:0032403
10312,GpMF,GO:0015405
11223,GpMF,GO:0017171
400569,GpMF,GO:0003712
25988,GpMF,GO:0003713
1557,GpMF,GO:0008392
2568,GpMF,GO:0015267
5118,GpMF,GO:0061134
170850,GpMF,GO:0008324
266675,GpMF,GO:0015267
3145,GpMF,GO:0043177
6767,GpMF,GO:0030674
54700,GpMF,GO:0001163
1182,GpMF,GO:0005216
8030,GpMF,GO:0005198
4647,GpMF,GO:0042803
5307,GpMF,GO:0001077
3362,GpMF,GO:0004969
8658,GpMF,GO:0016757
374868,GpMF,GO:0016818
148867,GpMF,GO:0046915
26585,GpMF,GO:0030546
115761,GpMF,GO:0005525
441911,GpMF,GO:0004984
85320,GpMF,GO:0015399
4430,GpMF,GO:0016817
29102,GpMF,GO:0016891
9550,GpMF,GO:0019829
51003,GpMF,GO:0061659
3705,GpMF,GO:0052743
10788,GpMF,GO:0003779
59341,GpMF,GO:0015075
401992,GpMF,GO:0004930
84455,GpMF,GO:0005509
983,GpMF,GO:0008353
554,GpMF,GO:0004930
3481,GpMF,GO:0019207
6539,GpMF,GO:0022857
481,GpMF,GO:0023026
10893,GpMF,GO:0005509
4698,GpMF,GO:0003954
9108,GpMF,GO:0004721
4626,GpMF,GO:0017022
342574,GpMF,GO:0005198
272,GpMF,GO:0047623
3213,GpMF,GO:0000976
10390,GpMF,GO:0017169
7410,GpMF,GO:0070851
7991,GpMF,GO:0016757
9439,GpMF,GO:0000989
57647,GpMF,GO:0004386
4697,GpMF,GO:0009055
26577,GpMF,GO:1901681
10847,GpMF,GO:0004402
26232,GpMF,GO:0019787
3552,GpMF,GO:0005149
387787,GpMF,GO:0016874
374378,GpMF,GO:0016757
5692,GpMF,GO:0001530
10599,GpMF,GO:0008509
222546,GpMF,GO:0000977
1629,GpMF,GO:0016747
5720,GpMF,GO:0008047
6556,GpMF,GO:0022891
8277,GpMF,GO:0016744
645836,GpMF,GO:0070011
8645,GpMF,GO:0005261
149708,GpMF,GO:0030414
2590,GpMF,GO:0030246
7704,GpMF,GO:1990837
6837,GpMF,GO:0000988
64922,GpMF,GO:0019887
56548,GpMF,GO:0008146
5087,GpMF,GO:0003690
84876,GpMF,GO:0005216
1022,GpMF,GO:0050681
7326,GpMF,GO:0061650
7428,GpMF,GO:0004842
9693,GpMF,GO:0005509
2207,GpMF,GO:0019864
1352,GpMF,GO:0009055
1017,GpMF,GO:0030332
51176,GpMF,GO:0051427
80315,GpMF,GO:0043021
390037,GpMF,GO:0004930
273,GpMF,GO:0008289
9994,GpMF,GO:0032813
55117,GpMF,GO:0022804
254773,GpMF,GO:0003796
111,GpMF,GO:0009975
10331,GpMF,GO:0008378
5867,GpMF,GO:0000149
9975,GpMF,GO:1990837
91404,GpMF,GO:1902936
6683,GpMF,GO:0043014
9969,GpMF,GO:0046966
8823,GpMF,GO:0008083
1836,GpMF,GO:0015103
3554,GpMF,GO:0004908
376267,GpMF,GO:0019001
8824,GpMF,GO:0047374
10216,GpMF,GO:0038024
84258,GpMF,GO:0005544
23221,GpMF,GO:0032561
4889,GpMF,GO:0001653
10670,GpMF,GO:0044389
6799,GpMF,GO:0016782
5083,GpMF,GO:1990837
5413,GpMF,GO:0000149
10499,GpMF,GO:0016407
23132,GpMF,GO:0016462
246,GpMF,GO:0016702
155066,GpMF,GO:0042626
2625,GpMF,GO:0005134
117854,GpMF,GO:0061659
3199,GpMF,GO:0001159
84464,GpMF,GO:0008047
7543,GpMF,GO:0000975
960,GpMF,GO:0004553
8625,GpMF,GO:0000988
89780,GpMF,GO:0003712
1581,GpMF,GO:0016709
64754,GpMF,GO:0001099
2817,GpMF,GO:0043394
1592,GpMF,GO:0005501
3778,GpMF,GO:0015079
6372,GpMF,GO:0005125
4361,GpMF,GO:0017111
6566,GpMF,GO:0015291
480,GpMF,GO:0022891
64848,GpMF,GO:0016462
1325,GpMF,GO:0005184
89766,GpMF,GO:0004857
496,GpMF,GO:0022890
5013,GpMF,GO:0001159
51005,GpMF,GO:0016811
59285,GpMF,GO:0022890
56979,GpMF,GO:0016741
51440,GpMF,GO:0019904
5460,GpMF,GO:1990837
56979,GpMF,GO:0016278
3191,GpMF,GO:0001067
4905,GpMF,GO:0019905
9002,GpMF,GO:0015057
801,GpMF,GO:0001664
440515,GpMF,GO:0001012
9718,GpMF,GO:0004222
8672,GpMF,GO:0003743
148327,GpMF,GO:0001228
3351,GpMF,GO:0051378
10395,GpMF,GO:0005096
133396,GpMF,GO:0019900
3155,GpMF,GO:1901681
6568,GpMF,GO:0022804
8828,GpMF,GO:0016773
483,GpMF,GO:0015077
79658,GpMF,GO:0030695
7296,GpMF,GO:0016668
5267,GpMF,GO:0030234
5481,GpMF,GO:0033218
4923,GpMF,GO:0008188
9355,GpMF,GO:0000989
8912,GpMF,GO:0005262
25865,GpMF,GO:0004697
390874,GpMF,GO:0044212
444,GpMF,GO:0005509
57030,GpMF,GO:0022857
5583,GpMF,GO:0031267
22918,GpMF,GO:0005509
9466,GpMF,GO:0004896
4825,GpMF,GO:0001159
5580,GpMF,GO:0016772
11035,GpMF,GO:0004702
5191,GpMF,GO:0042277
6568,GpMF,GO:0015321
50617,GpMF,GO:0046961
8165,GpMF,GO:0019900
3117,GpMF,GO:0042605
6659,GpMF,GO:0001047
3772,GpMF,GO:0015079
27161,GpMF,GO:0003743
6362,GpMF,GO:0008009
55107,GpMF,GO:0042803
1102,GpMF,GO:0005088
3790,GpMF,GO:0005216
56000,GpMF,GO:0003729
51264,GpMF,GO:0005198
491,GpMF,GO:0042626
9439,GpMF,GO:0003712
8718,GpMF,GO:0005035
10060,GpMF,GO:0015459
9545,GpMF,GO:0031489
54434,GpMF,GO:0016791
5803,GpMF,GO:0005001
718,GpMF,GO:0030414
10392,GpMF,GO:0008656
8260,GpMF,GO:0016746
2281,GpMF,GO:0022836
9293,GpMF,GO:1901338
83547,GpMF,GO:0017137
122481,GpMF,GO:0019205
1800,GpMF,GO:0030234
3164,GpMF,GO:0003707
1028,GpMF,GO:0019210
11237,GpMF,GO:0004842
84864,GpMF,GO:0000989
22997,GpMF,GO:0019900
3709,GpMF,GO:0022834
8295,GpMF,GO:0003713
1788,GpMF,GO:0016741
8764,GpMF,GO:0005035
7226,GpMF,GO:0046915
4641,GpMF,GO:0042623
1184,GpMF,GO:0005253
10935,GpMF,GO:0061135
1059,GpMF,GO:0003690
51429,GpMF,GO:0008289
493,GpMF,GO:0008324
10536,GpMF,GO:0016705
836,GpMF,GO:0008233
6821,GpMF,GO:0016667
30835,GpMF,GO:0003823
57030,GpMF,GO:0015081
6451,GpMF,GO:0019904
1142,GpMF,GO:0004889
80298,GpMF,GO:0044212
4139,GpMF,GO:0016773
56983,GpMF,GO:0016763
10767,GpMF,GO:0016817
64425,GpMF,GO:0016772
2191,GpMF,GO:0004177
3725,GpMF,GO:0001191
1810,GpMF,GO:0017025
6929,GpMF,GO:0046982
9212,GpMF,GO:0004674
1956,GpMF,GO:0046982
2563,GpMF,GO:0005216
56917,GpMF,GO:0003682
1476,GpMF,GO:0004866
25992,GpMF,GO:0005509
6510,GpMF,GO:0015179
347731,GpMF,GO:0004860
56302,GpMF,GO:0005261
55532,GpMF,GO:0022857
6256,GpMF,GO:0000988
7643,GpMF,GO:0000976
2879,GpMF,GO:0004601
751071,GpMF,GO:0016741
7700,GpMF,GO:0000976
4988,GpMF,GO:0004977
1654,GpMF,GO:0003678
10554,GpMF,GO:0016746
2203,GpMF,GO:0030246
8850,GpMF,GO:0003712
83881,GpMF,GO:0001205
142679,GpMF,GO:0019901
7153,GpMF,GO:0019900
8435,GpMF,GO:0000062
54764,GpMF,GO:0070530
26092,GpMF,GO:0030234
5019,GpMF,GO:0016782
2649,GpMF,GO:0001012
91801,GpMF,GO:0016300
83666,GpMF,GO:0016763
9343,GpMF,GO:0016462
84148,GpMF,GO:0008080
5159,GpMF,GO:0005017
2313,GpMF,GO:0035326
9249,GpMF,GO:0016491
5172,GpMF,GO:1901682
7100,GpMF,GO:0005126
887,GpMF,GO:0008081
3796,GpMF,GO:0003777
51181,GpMF,GO:0016491
7153,GpMF,GO:0019901
482,GpMF,GO:0005391
5881,GpMF,GO:0016462
255022,GpMF,GO:0046873
3566,GpMF,GO:0005057
5970,GpMF,GO:0008092
22920,GpMF,GO:0019894
3028,GpMF,GO:0050662
51363,GpMF,GO:0050659
5267,GpMF,GO:0004857
79784,GpMF,GO:0017111
124602,GpMF,GO:0003774
817,GpMF,GO:0050998
4430,GpMF,GO:0005546
5226,GpMF,GO:0016614
5890,GpMF,GO:0016818
10859,GpMF,GO:0008157
490,GpMF,GO:0017111
2046,GpMF,GO:0004713
701,GpMF,GO:0016772
3172,GpMF,GO:0001077
2119,GpMF,GO:0001228
3993,GpMF,GO:0008047
56940,GpMF,GO:0008138
27283,GpMF,GO:0008234
3183,GpMF,GO:0043566
51816,GpMF,GO:0019239
54797,GpMF,GO:0001076
83733,GpMF,GO:0015291
392188,GpMF,GO:0036459
91828,GpMF,GO:0000149
9378,GpMF,GO:0016247
3758,GpMF,GO:0022891
284958,GpMF,GO:0042578
55775,GpMF,GO:0004527
8939,GpMF,GO:0003690
9045,GpMF,GO:0005198
4648,GpMF,GO:0017111
84447,GpMF,GO:0002020
4001,GpMF,GO:0043274
24,GpMF,GO:0016817
3654,GpMF,GO:0005126
56994,GpMF,GO:0016772
357,GpMF,GO:0022890
50,GpMF,GO:0005506
390181,GpMF,GO:0004930
1649,GpMF,GO:0003712
668,GpMF,GO:0035258
23545,GpMF,GO:0044769
6332,GpMF,GO:0022838
9033,GpMF,GO:0005262
130507,GpMF,GO:0019787
3183,GpMF,GO:0001067
140679,GpMF,GO:0015294
366,GpMF,GO:0022838
3934,GpMF,GO:0005506
330,GpMF,GO:0043028
79733,GpMF,GO:0001047
5357,GpMF,GO:0005509
167826,GpMF,GO:0001104
9162,GpMF,GO:0051020
9154,GpMF,GO:0015293
2295,GpMF,GO:0044212
4199,GpMF,GO:0016615
27018,GpMF,GO:0030234
999,GpMF,GO:0032794
50809,GpMF,GO:0032403
1785,GpMF,GO:0001664
7482,GpMF,GO:0001664
23413,GpMF,GO:0022891
9915,GpMF,GO:0000982
27181,GpMF,GO:0030246
58528,GpMF,GO:0005525
1820,GpMF,GO:0001228
89890,GpMF,GO:0004842
4151,GpMF,GO:0005344
3111,GpMF,GO:0023026
23607,GpMF,GO:0005200
259,GpMF,GO:0046906
127,GpMF,GO:0051287
6327,GpMF,GO:0022803
84451,GpMF,GO:0005057
7284,GpMF,GO:0017111
4205,GpMF,GO:0001076
10401,GpMF,GO:0016874
51676,GpMF,GO:0061630
26508,GpMF,GO:0000981
55808,GpMF,GO:0008373
859,GpMF,GO:0008022
4891,GpMF,GO:0015294
64789,GpMF,GO:0008409
5629,GpMF,GO:0003714
5195,GpMF,GO:0032403
55149,GpMF,GO:0019103
6311,GpMF,GO:0070851
10072,GpMF,GO:0008233
8545,GpMF,GO:0000976
653427,GpMF,GO:0000981
6036,GpMF,GO:0004518
22924,GpMF,GO:0015631
2817,GpMF,GO:0017134
8877,GpMF,GO:0038036
4008,GpMF,GO:0019787
6531,GpMF,GO:0015081
540,GpMF,GO:0022804
84975,GpMF,GO:0022891
5449,GpMF,GO:0001067
1543,GpMF,GO:0016712
5571,GpMF,GO:0019900
79960,GpMF,GO:0001191
10021,GpMF,GO:0005267
170622,GpMF,GO:0051059
5571,GpMF,GO:0019207
5881,GpMF,GO:0016817
10494,GpMF,GO:0004674
2844,GpMF,GO:0004930
5902,GpMF,GO:0030234
6047,GpMF,GO:0032182
33,GpMF,GO:0016401
23499,GpMF,GO:0016887
100507055,GpMF,GO:0030234
4824,GpMF,GO:0035258
10343,GpMF,GO:0046873
3280,GpMF,GO:0042803
4086,GpMF,GO:0046982
57576,GpMF,GO:0008017
9153,GpMF,GO:0022857
6648,GpMF,GO:0016491
2101,GpMF,GO:0019904
155061,GpMF,GO:0001078
1482,GpMF,GO:0003682
23457,GpMF,GO:0016817
85366,GpMF,GO:0016772
57512,GpMF,GO:0004930
10776,GpMF,GO:0004864
5925,GpMF,GO:0001085
4142,GpMF,GO:0001595
2475,GpMF,GO:0001156
79039,GpMF,GO:0000989
54456,GpMF,GO:0016818
5652,GpMF,GO:0004252
80264,GpMF,GO:0000976
60529,GpMF,GO:0001228
8443,GpMF,GO:0016290
54880,GpMF,GO:0004842
375611,GpMF,GO:0005254
5078,GpMF,GO:0001158
3996,GpMF,GO:0051020
83875,GpMF,GO:0016701
627,GpMF,GO:0005167
7707,GpMF,GO:0000981
148811,GpMF,GO:0008233
80271,GpMF,GO:0016773
340024,GpMF,GO:0005328
4744,GpMF,GO:0015643
143279,GpMF,GO:0004842
393,GpMF,GO:0031267
5456,GpMF,GO:0003680
2585,GpMF,GO:0016301
3192,GpMF,GO:0000975
122953,GpMF,GO:0046982
654346,GpMF,GO:0030246
11278,GpMF,GO:0001067
84687,GpMF,GO:0004864
6548,GpMF,GO:0005451
5876,GpMF,GO:0051020
4920,GpMF,GO:0015026
4157,GpMF,GO:0044389
26341,GpMF,GO:0004930
342618,GpMF,GO:0004518
55970,GpMF,GO:0030165
388585,GpMF,GO:0001227
5465,GpMF,GO:0004879
6231,GpMF,GO:0003729
390157,GpMF,GO:0005549
26257,GpMF,GO:0000976
219743,GpMF,GO:0008236
10736,GpMF,GO:0000975
1737,GpMF,GO:0034603
284541,GpMF,GO:0005506
495,GpMF,GO:0016820
4023,GpMF,GO:0016788
9862,GpMF,GO:0016410
2557,GpMF,GO:0022803
4287,GpMF,GO:0008234
81491,GpMF,GO:0004930
4155,GpMF,GO:0005198
6425,GpMF,GO:0042813
4204,GpMF,GO:0003712
10397,GpMF,GO:0017016
80179,GpMF,GO:0016818
7037,GpMF,GO:0003725
6659,GpMF,GO:0000975
10595,GpMF,GO:0004540
56924,GpMF,GO:0004674
9153,GpMF,GO:0005415
817,GpMF,GO:0016248
80725,GpMF,GO:0019904
27166,GpMF,GO:0005548
79009,GpMF,GO:0008186
153129,GpMF,GO:0005342
9014,GpMF,GO:0001164
8484,GpMF,GO:0042277
80115,GpMF,GO:0060090
23304,GpMF,GO:0019787
11016,GpMF,GO:0003690
5966,GpMF,GO:0044212
6648,GpMF,GO:0016209
113612,GpMF,GO:0016491
8798,GpMF,GO:0016773
1649,GpMF,GO:0000976
643834,GpMF,GO:0004175
6565,GpMF,GO:0022804
23020,GpMF,GO:0008026
643,GpMF,GO:0004950
57835,GpMF,GO:0015293
4142,GpMF,GO:0042277
162540,GpMF,GO:0070011
389549,GpMF,GO:0000981
6450,GpMF,GO:0060090
23567,GpMF,GO:0003725
53373,GpMF,GO:0072509
54205,GpMF,GO:0004722
5557,GpMF,GO:0016779
57696,GpMF,GO:0017111
3756,GpMF,GO:0016301
27173,GpMF,GO:0008324
79960,GpMF,GO:0001076
402381,GpMF,GO:1990837
644150,GpMF,GO:0003779
390064,GpMF,GO:0004930
1812,GpMF,GO:0035240
26012,GpMF,GO:0048306
284366,GpMF,GO:0008233
221692,GpMF,GO:0004864
5704,GpMF,GO:0016462
283652,GpMF,GO:0022803
6242,GpMF,GO:0004857
4774,GpMF,GO:0001012
6051,GpMF,GO:0070011
8928,GpMF,GO:0000975
53373,GpMF,GO:0022838
2071,GpMF,GO:0008353
57522,GpMF,GO:0048365
85465,GpMF,GO:0004307
4174,GpMF,GO:0017111
80315,GpMF,GO:0000900
148738,GpMF,GO:0004672
302,GpMF,GO:1902936
525,GpMF,GO:0022890
320,GpMF,GO:0042277
663,GpMF,GO:0008047
7516,GpMF,GO:0008094
8061,GpMF,GO:1990837
81502,GpMF,GO:0042500
11085,GpMF,GO:0008233
5871,GpMF,GO:0016772
3037,GpMF,GO:0050501
4342,GpMF,GO:0016772
5889,GpMF,GO:0016788
9152,GpMF,GO:0015171
4131,GpMF,GO:0008017
9886,GpMF,GO:0032561
29924,GpMF,GO:0008289
6261,GpMF,GO:0005261
342372,GpMF,GO:0005262
9604,GpMF,GO:0019787
81502,GpMF,GO:0004190
1233,GpMF,GO:0008528
26298,GpMF,GO:0044212
23590,GpMF,GO:0046982
7486,GpMF,GO:0016818
1879,GpMF,GO:0044212
2893,GpMF,GO:0005230
8504,GpMF,GO:0046943
283989,GpMF,GO:0000213
481,GpMF,GO:0015405
2968,GpMF,GO:0008353
9535,GpMF,GO:0019887
29904,GpMF,GO:0016301
29777,GpMF,GO:0000989
3655,GpMF,GO:0050839
27159,GpMF,GO:0019900
93974,GpMF,GO:0043532
57192,GpMF,GO:0005218
57520,GpMF,GO:0016874
84109,GpMF,GO:0042277
3778,GpMF,GO:0015075
1024,GpMF,GO:0097472
23120,GpMF,GO:0017111
6096,GpMF,GO:0004879
144195,GpMF,GO:0005355
3765,GpMF,GO:0022857
51763,GpMF,GO:0052743
5071,GpMF,GO:0031625
7006,GpMF,GO:0004713
8838,GpMF,GO:0005520
369,GpMF,GO:0004674
10004,GpMF,GO:0070011
10788,GpMF,GO:0008047
1748,GpMF,GO:0001227
11099,GpMF,GO:0016788
57634,GpMF,GO:0003823
83660,GpMF,GO:0051015
1534,GpMF,GO:0000293
2101,GpMF,GO:0004879
5531,GpMF,GO:0016301
54437,GpMF,GO:0030215
3204,GpMF,GO:0000981
6790,GpMF,GO:0004672
5169,GpMF,GO:0035529
5872,GpMF,GO:0003924
4534,GpMF,GO:0042578
27342,GpMF,GO:0004842
54477,GpMF,GO:1902936
6505,GpMF,GO:0043177
140465,GpMF,GO:0005198
84174,GpMF,GO:0060090
54512,GpMF,GO:0000175
5159,GpMF,GO:0043548
8846,GpMF,GO:0070579
51666,GpMF,GO:0019787
7226,GpMF,GO:0005216
57171,GpMF,GO:0016818
23533,GpMF,GO:0032403
27109,GpMF,GO:0008324
26292,GpMF,GO:0003712
9401,GpMF,GO:0036310
8660,GpMF,GO:0071889
91978,GpMF,GO:0016879
336,GpMF,GO:0043178
5494,GpMF,GO:0004721
121536,GpMF,GO:0000976
486,GpMF,GO:0042625
11315,GpMF,GO:0008233
3181,GpMF,GO:0097157
79650,GpMF,GO:0004532
55619,GpMF,GO:0051020
9033,GpMF,GO:0015085
7543,GpMF,GO:1990837
10559,GpMF,GO:0008509
6538,GpMF,GO:0008028
1549,GpMF,GO:0046906
5802,GpMF,GO:0016791
3738,GpMF,GO:0022832
129642,GpMF,GO:0016747
7508,GpMF,GO:0030983
27161,GpMF,GO:0008022
2597,GpMF,GO:0008017
114783,GpMF,GO:0016773
5977,GpMF,GO:1990837
1174,GpMF,GO:0008565
25824,GpMF,GO:0004869
54578,GpMF,GO:0046982
10347,GpMF,GO:0022857
3159,GpMF,GO:0016788
5424,GpMF,GO:0016788
57709,GpMF,GO:0022857
56998,GpMF,GO:0008013
489,GpMF,GO:0015399
2780,GpMF,GO:0017111
2936,GpMF,GO:0050662
6528,GpMF,GO:0015077
8858,GpMF,GO:0004252
90993,GpMF,GO:0035497
1262,GpMF,GO:0022843
117177,GpMF,GO:0017112
1108,GpMF,GO:0031490
84679,GpMF,GO:0015077
10188,GpMF,GO:0050699
23415,GpMF,GO:0022891
9555,GpMF,GO:0000975
2997,GpMF,GO:0048029
10557,GpMF,GO:0004521
64928,GpMF,GO:0005198
23192,GpMF,GO:0008233
2944,GpMF,GO:0004364
25932,GpMF,GO:0015103
1763,GpMF,GO:0016462
5731,GpMF,GO:0004957
79083,GpMF,GO:0017016
1396,GpMF,GO:0042277
727,GpMF,GO:0030234
9524,GpMF,GO:0016491
9572,GpMF,GO:0003690
4218,GpMF,GO:0019003
1387,GpMF,GO:0000989
4048,GpMF,GO:0008235
5340,GpMF,GO:0070011
4092,GpMF,GO:0070411
55879,GpMF,GO:0022891
9148,GpMF,GO:0004842
2051,GpMF,GO:0016773
1132,GpMF,GO:0016907
5618,GpMF,GO:0030234
1773,GpMF,GO:0008092
140690,GpMF,GO:0001067
84679,GpMF,GO:0015386
5865,GpMF,GO:0016818
79595,GpMF,GO:0000989
8553,GpMF,GO:0046982
9757,GpMF,GO:0042800
4629,GpMF,GO:0016818
10242,GpMF,GO:0022857
3059,GpMF,GO:0019904
114879,GpMF,GO:0001786
10008,GpMF,GO:0022838
57761,GpMF,GO:0030234
3852,GpMF,GO:0097110
566,GpMF,GO:0005539
3690,GpMF,GO:0043184
54472,GpMF,GO:0035325
80704,GpMF,GO:0015234
3062,GpMF,GO:0001653
357,GpMF,GO:0022838
10172,GpMF,GO:0001067
2308,GpMF,GO:0001221
10465,GpMF,GO:0043021
10130,GpMF,GO:0003756
23200,GpMF,GO:0000287
390162,GpMF,GO:0005549
10143,GpMF,GO:0030246
9807,GpMF,GO:0000828
56681,GpMF,GO:0032561
81542,GpMF,GO:0016853
10060,GpMF,GO:0042626
10499,GpMF,GO:0030165
57558,GpMF,GO:0019783
3066,GpMF,GO:0004407
4838,GpMF,GO:0005160
51409,GpMF,GO:0008170
2561,GpMF,GO:0005237
480,GpMF,GO:0016817
3773,GpMF,GO:0022843
80024,GpMF,GO:0072509
80119,GpMF,GO:0000287
307,GpMF,GO:0048306
86,GpMF,GO:0043566
10399,GpMF,GO:0061134
9970,GpMF,GO:0003712
538,GpMF,GO:0042625
140691,GpMF,GO:0004842
79701,GpMF,GO:0031418
1138,GpMF,GO:0042165
51144,GpMF,GO:0001968
887,GpMF,GO:0001664
64137,GpMF,GO:0016820
9037,GpMF,GO:0035373
1482,GpMF,GO:0000976
116984,GpMF,GO:0008047
548593,GpMF,GO:0016894
51086,GpMF,GO:0008022
3939,GpMF,GO:0004457
51763,GpMF,GO:0042577
2769,GpMF,GO:0003924
57538,GpMF,GO:0016301
1880,GpMF,GO:0032934
90007,GpMF,GO:0019900
5273,GpMF,GO:0061134
116443,GpMF,GO:0051721
57404,GpMF,GO:0046906
538,GpMF,GO:0016887
353238,GpMF,GO:0016810
4832,GpMF,GO:0016301
1312,GpMF,GO:0016741
144699,GpMF,GO:0004842
8648,GpMF,GO:0001104
3759,GpMF,GO:0005543
9967,GpMF,GO:0042809
4799,GpMF,GO:0044212
55589,GpMF,GO:0004674
1131,GpMF,GO:0030594
4634,GpMF,GO:0008092
56270,GpMF,GO:0035091
3763,GpMF,GO:0005261
9971,GpMF,GO:0000989
4257,GpMF,GO:1901681
649,GpMF,GO:0005160
6548,GpMF,GO:0008324
10539,GpMF,GO:0009055
63827,GpMF,GO:0005539
4133,GpMF,GO:0032403
30061,GpMF,GO:0015267
3984,GpMF,GO:0031072
51203,GpMF,GO:0008092
122953,GpMF,GO:0000975
144453,GpMF,GO:0015108
1482,GpMF,GO:0001191
1535,GpMF,GO:0046982
9695,GpMF,GO:0015924
6716,GpMF,GO:0016229
8766,GpMF,GO:0017022
9745,GpMF,GO:0003690
57819,GpMF,GO:0031267
3770,GpMF,GO:0022890
3565,GpMF,GO:0005125
165545,GpMF,GO:0016818
1778,GpMF,GO:0003777
1616,GpMF,GO:0050681
357,GpMF,GO:0022857
56897,GpMF,GO:0016462
7802,GpMF,GO:0003777
2313,GpMF,GO:0003690
10606,GpMF,GO:0016831
336,GpMF,GO:0015248
5045,GpMF,GO:0048406
154664,GpMF,GO:0022857
10718,GpMF,GO:0019207
3040,GpMF,GO:0016491
3827,GpMF,GO:0004857
10277,GpMF,GO:0016874
8449,GpMF,GO:0004386
26279,GpMF,GO:0016298
2194,GpMF,GO:0016614
3083,GpMF,GO:0004175
84232,GpMF,GO:0001067
63971,GpMF,GO:0016818
27092,GpMF,GO:0022857
8321,GpMF,GO:0017147
11165,GpMF,GO:0052844
25946,GpMF,GO:0003729
55068,GpMF,GO:0016491
7064,GpMF,GO:0008233
94032,GpMF,GO:0008427
8914,GpMF,GO:0042803
3064,GpMF,GO:0008144
