gene,relationship,MF
27005,GpMF,GO:0019784
4323,GpMF,GO:0030234
604,GpMF,GO:0001227
2553,GpMF,GO:0044212
7181,GpMF,GO:0000987
2770,GpMF,GO:0001664
8065,GpMF,GO:0046982
55824,GpMF,GO:0060090
9575,GpMF,GO:0070888
23155,GpMF,GO:0022838
4720,GpMF,GO:0016655
51067,GpMF,GO:0004812
55760,GpMF,GO:0070035
9990,GpMF,GO:0015296
197,GpMF,GO:0019210
64943,GpMF,GO:0008252
393,GpMF,GO:0051020
22954,GpMF,GO:0043130
10014,GpMF,GO:0001025
23461,GpMF,GO:0016818
23020,GpMF,GO:0003724
1234,GpMF,GO:0042578
11075,GpMF,GO:0048306
131,GpMF,GO:0005501
801,GpMF,GO:0043548
58484,GpMF,GO:0030414
9663,GpMF,GO:0042578
6601,GpMF,GO:0000987
2067,GpMF,GO:0043566
24142,GpMF,GO:0016746
8732,GpMF,GO:0016791
1278,GpMF,GO:0048407
215,GpMF,GO:0016820
2792,GpMF,GO:0016818
4130,GpMF,GO:0005518
85365,GpMF,GO:0016757
3726,GpMF,GO:0000976
51314,GpMF,GO:0016301
4246,GpMF,GO:0046982
100134444,GpMF,GO:0015267
358,GpMF,GO:0005372
2745,GpMF,GO:0015037
2956,GpMF,GO:0032403
56254,GpMF,GO:0016874
5601,GpMF,GO:0008047
645425,GpMF,GO:0042974
2002,GpMF,GO:0003682
4360,GpMF,GO:0048029
149041,GpMF,GO:0003730
4101,GpMF,GO:0008134
128,GpMF,GO:0031406
9014,GpMF,GO:1990837
27068,GpMF,GO:0016818
171392,GpMF,GO:0044212
57657,GpMF,GO:0005216
55800,GpMF,GO:0015075
286256,GpMF,GO:0005501
10736,GpMF,GO:0000976
23094,GpMF,GO:0060589
57053,GpMF,GO:0015085
6775,GpMF,GO:0003690
777,GpMF,GO:0022836
145258,GpMF,GO:0001085
10273,GpMF,GO:0004842
51043,GpMF,GO:0000982
10082,GpMF,GO:0043394
55300,GpMF,GO:0016773
3087,GpMF,GO:0008190
9862,GpMF,GO:0051427
5925,GpMF,GO:0003713
473,GpMF,GO:0003712
1145,GpMF,GO:0005216
2903,GpMF,GO:0022834
22909,GpMF,GO:0004527
10893,GpMF,GO:0004222
2117,GpMF,GO:0000976
374928,GpMF,GO:0001067
57505,GpMF,GO:0031406
23118,GpMF,GO:0031593
353299,GpMF,GO:0030695
9550,GpMF,GO:0016887
513,GpMF,GO:0008324
114793,GpMF,GO:0017048
10988,GpMF,GO:0008237
9958,GpMF,GO:0070011
55066,GpMF,GO:0016491
10014,GpMF,GO:0001067
7343,GpMF,GO:0001163
55568,GpMF,GO:0016758
148198,GpMF,GO:0001012
2475,GpMF,GO:0051219
266,GpMF,GO:0030345
10318,GpMF,GO:0019900
6543,GpMF,GO:0015291
441168,GpMF,GO:0022891
3665,GpMF,GO:0044212
84275,GpMF,GO:0022891
26287,GpMF,GO:0043422
8001,GpMF,GO:0015276
6261,GpMF,GO:0022803
9175,GpMF,GO:0005057
26503,GpMF,GO:0022857
5066,GpMF,GO:0016840
79066,GpMF,GO:0008988
11280,GpMF,GO:0022843
5971,GpMF,GO:0000988
6530,GpMF,GO:0022891
1142,GpMF,GO:0015464
57574,GpMF,GO:0004842
219333,GpMF,GO:0004197
10712,GpMF,GO:0019904
388228,GpMF,GO:0016772
2281,GpMF,GO:0022890
8445,GpMF,GO:0043130
5874,GpMF,GO:0031489
51761,GpMF,GO:0043492
11226,GpMF,GO:0004653
183,GpMF,GO:0031702
168400,GpMF,GO:0016887
5341,GpMF,GO:0019900
2584,GpMF,GO:0016772
57104,GpMF,GO:0004806
2999,GpMF,GO:0004252
55269,GpMF,GO:0001067
51119,GpMF,GO:0043021
3491,GpMF,GO:0050840
2621,GpMF,GO:0015267
3785,GpMF,GO:0015079
10399,GpMF,GO:0019902
2316,GpMF,GO:0017160
64131,GpMF,GO:0030158
29850,GpMF,GO:0005227
10396,GpMF,GO:0015399
727,GpMF,GO:0001664
9914,GpMF,GO:0016818
8835,GpMF,GO:0004860
23408,GpMF,GO:0016810
7037,GpMF,GO:0022857
1675,GpMF,GO:0017171
89944,GpMF,GO:0015925
203100,GpMF,GO:0017171
9058,GpMF,GO:0015370
79844,GpMF,GO:0016409
51458,GpMF,GO:0022857
374659,GpMF,GO:0016778
7179,GpMF,GO:0004725
2558,GpMF,GO:0022857
53918,GpMF,GO:0016788
6730,GpMF,GO:0043021
50853,GpMF,GO:0003779
8671,GpMF,GO:0015297
3202,GpMF,GO:1990837
3685,GpMF,GO:0046873
922,GpMF,GO:0005044
9744,GpMF,GO:0008047
1479,GpMF,GO:0003729
1051,GpMF,GO:0044389
3159,GpMF,GO:0016835
57654,GpMF,GO:0001098
8639,GpMF,GO:0052596
57231,GpMF,GO:0035091
57552,GpMF,GO:0016788
5978,GpMF,GO:0022803
27290,GpMF,GO:0004866
8851,GpMF,GO:0019887
7294,GpMF,GO:0000987
5786,GpMF,GO:0042578
1496,GpMF,GO:0050839
5308,GpMF,GO:0001102
1180,GpMF,GO:0005247
7099,GpMF,GO:0038187
1786,GpMF,GO:0035257
6121,GpMF,GO:0016859
158866,GpMF,GO:0016746
84296,GpMF,GO:0003678
4725,GpMF,GO:0016651
54657,GpMF,GO:0046982
7070,GpMF,GO:0005096
5593,GpMF,GO:0016773
55803,GpMF,GO:0060090
84661,GpMF,GO:0016278
6583,GpMF,GO:0008514
5164,GpMF,GO:0016772
29928,GpMF,GO:0022857
285195,GpMF,GO:0022891
79017,GpMF,GO:0016746
1777,GpMF,GO:0004531
51554,GpMF,GO:0019956
285521,GpMF,GO:0008565
9572,GpMF,GO:0001227
401992,GpMF,GO:0004984
333929,GpMF,GO:0001067
892,GpMF,GO:0019207
23768,GpMF,GO:0005104
245973,GpMF,GO:0022804
9063,GpMF,GO:0035257
9153,GpMF,GO:0015370
83394,GpMF,GO:0008526
79624,GpMF,GO:0016741
482,GpMF,GO:0022891
6455,GpMF,GO:0051020
80264,GpMF,GO:1990837
80131,GpMF,GO:0022891
93986,GpMF,GO:0000975
1434,GpMF,GO:0051020
5606,GpMF,GO:0019900
3977,GpMF,GO:0005127
56203,GpMF,GO:0003779
63916,GpMF,GO:0017124
8842,GpMF,GO:0042805
2736,GpMF,GO:0001012
8703,GpMF,GO:0035250
284366,GpMF,GO:0008236
3422,GpMF,GO:0016863
57620,GpMF,GO:0015085
3087,GpMF,GO:0003690
3764,GpMF,GO:0022843
26508,GpMF,GO:0000977
51230,GpMF,GO:0034212
10580,GpMF,GO:0035591
54510,GpMF,GO:0005509
7922,GpMF,GO:0022857
84561,GpMF,GO:0022857
1350,GpMF,GO:0016676
5898,GpMF,GO:0044389
5655,GpMF,GO:0070011
11095,GpMF,GO:0008237
9026,GpMF,GO:0008092
340024,GpMF,GO:0015077
1349,GpMF,GO:0016676
5105,GpMF,GO:0030145
6662,GpMF,GO:0035326
54102,GpMF,GO:0022836
90199,GpMF,GO:0061135
2702,GpMF,GO:0086075
516,GpMF,GO:0022857
79815,GpMF,GO:0022890
80328,GpMF,GO:0046703
84312,GpMF,GO:0019213
3326,GpMF,GO:0017098
2116,GpMF,GO:0001067
23395,GpMF,GO:0052689
29128,GpMF,GO:0061659
138151,GpMF,GO:0044212
112398,GpMF,GO:0031418
659,GpMF,GO:0019955
1512,GpMF,GO:0017171
51163,GpMF,GO:0016788
406,GpMF,GO:0000981
3126,GpMF,GO:0032395
80149,GpMF,GO:0016788
10208,GpMF,GO:0032182
51022,GpMF,GO:0051537
6386,GpMF,GO:0070851
6605,GpMF,GO:0016922
4753,GpMF,GO:0019901
4436,GpMF,GO:0032403
468,GpMF,GO:1990837
680,GpMF,GO:0008528
85477,GpMF,GO:0008092
283149,GpMF,GO:0003712
6880,GpMF,GO:0051117
10135,GpMF,GO:0042803
9970,GpMF,GO:0000976
9545,GpMF,GO:0017111
56659,GpMF,GO:0022803
476,GpMF,GO:0015662
2931,GpMF,GO:0051018
9915,GpMF,GO:0000976
6581,GpMF,GO:0015077
6521,GpMF,GO:0022891
8029,GpMF,GO:0031419
9567,GpMF,GO:0003746
1742,GpMF,GO:0097109
1769,GpMF,GO:0017111
64333,GpMF,GO:0008289
7088,GpMF,GO:0001106
116444,GpMF,GO:0005234
6772,GpMF,GO:0044212
26330,GpMF,GO:0051287
2972,GpMF,GO:0017025
7227,GpMF,GO:0000981
10568,GpMF,GO:0015294
3758,GpMF,GO:1902936
5023,GpMF,GO:0005216
58189,GpMF,GO:0061135
6326,GpMF,GO:0005216
1349,GpMF,GO:0022857
55917,GpMF,GO:0051721
2775,GpMF,GO:0005525
23161,GpMF,GO:0035091
115362,GpMF,GO:0016462
2794,GpMF,GO:0016818
125919,GpMF,GO:0000976
6520,GpMF,GO:0015175
831,GpMF,GO:0004866
84679,GpMF,GO:0015291
9440,GpMF,GO:0001076
239,GpMF,GO:0016701
56130,GpMF,GO:0005509
8833,GpMF,GO:0016817
9057,GpMF,GO:0046943
23516,GpMF,GO:0022891
5055,GpMF,GO:0030234
55872,GpMF,GO:0016773
7327,GpMF,GO:0019787
9046,GpMF,GO:0030971
54517,GpMF,GO:0016866
84251,GpMF,GO:0005543
1149,GpMF,GO:0042803
972,GpMF,GO:0033218
11182,GpMF,GO:0015149
91227,GpMF,GO:0016746
217,GpMF,GO:0009055
9124,GpMF,GO:0000989
6016,GpMF,GO:0005516
285367,GpMF,GO:0019239
83881,GpMF,GO:0070491
6532,GpMF,GO:0015294
3123,GpMF,GO:0003823
57221,GpMF,GO:0005086
50848,GpMF,GO:0030165
29920,GpMF,GO:0016646
4976,GpMF,GO:0003924
2263,GpMF,GO:0019838
1021,GpMF,GO:0004674
387521,GpMF,GO:0061659
639,GpMF,GO:0001227
154664,GpMF,GO:0042623
6772,GpMF,GO:0001012
5540,GpMF,GO:0001602
493,GpMF,GO:0015405
5159,GpMF,GO:0038085
10643,GpMF,GO:0003729
2140,GpMF,GO:0016788
9314,GpMF,GO:0035014
55669,GpMF,GO:0016818
610,GpMF,GO:0005221
201626,GpMF,GO:0004535
134957,GpMF,GO:0017137
23456,GpMF,GO:0022857
7481,GpMF,GO:0001067
4830,GpMF,GO:0043024
9818,GpMF,GO:0005048
7436,GpMF,GO:0048306
64215,GpMF,GO:0060589
1000,GpMF,GO:0045295
51548,GpMF,GO:0000988
7468,GpMF,GO:0003682
11016,GpMF,GO:0001227
10634,GpMF,GO:0015631
4628,GpMF,GO:0030898
563,GpMF,GO:0008320
27087,GpMF,GO:0016758
4436,GpMF,GO:0017111
4654,GpMF,GO:0000977
6663,GpMF,GO:0003713
4671,GpMF,GO:0061134
3206,GpMF,GO:0003690
836,GpMF,GO:0060229
4216,GpMF,GO:0004709
1892,GpMF,GO:0016829
28984,GpMF,GO:0019901
2034,GpMF,GO:0001077
25824,GpMF,GO:0016684
283629,GpMF,GO:0016772
8312,GpMF,GO:0046332
79400,GpMF,GO:0015267
6262,GpMF,GO:0019901
55186,GpMF,GO:0022891
10056,GpMF,GO:0016874
9156,GpMF,GO:0004540
5243,GpMF,GO:0042623
1487,GpMF,GO:0000988
1655,GpMF,GO:0000988
11102,GpMF,GO:0004526
84912,GpMF,GO:0015165
7756,GpMF,GO:0005539
10011,GpMF,GO:0030374
65005,GpMF,GO:0005198
1233,GpMF,GO:0001653
23299,GpMF,GO:0017137
64714,GpMF,GO:0031543
5273,GpMF,GO:0061135
51283,GpMF,GO:0061630
441509,GpMF,GO:0015075
378,GpMF,GO:0005154
440387,GpMF,GO:0004175
4128,GpMF,GO:0051378
27,GpMF,GO:0004672
9748,GpMF,GO:0016301
6323,GpMF,GO:0022891
6262,GpMF,GO:0034236
374868,GpMF,GO:0005319
1783,GpMF,GO:0017111
6844,GpMF,GO:0008289
5079,GpMF,GO:1990837
3486,GpMF,GO:0031995
8409,GpMF,GO:0003714
6795,GpMF,GO:0004712
5463,GpMF,GO:0001012
9296,GpMF,GO:0044769
2597,GpMF,GO:0048037
2982,GpMF,GO:0016849
79733,GpMF,GO:0000977
5017,GpMF,GO:0001067
336,GpMF,GO:0005496
1025,GpMF,GO:0000977
5371,GpMF,GO:0042803
4802,GpMF,GO:0000981
113829,GpMF,GO:0022891
5307,GpMF,GO:0008134
1628,GpMF,GO:0000976
11127,GpMF,GO:0016818
60487,GpMF,GO:0008175
4803,GpMF,GO:0030414
3631,GpMF,GO:0016316
57626,GpMF,GO:0019787
858,GpMF,GO:0097110
8091,GpMF,GO:0003680
9817,GpMF,GO:0008134
4771,GpMF,GO:0003779
7402,GpMF,GO:0003779
56981,GpMF,GO:0008168
9014,GpMF,GO:0000989
6929,GpMF,GO:0070644
28999,GpMF,GO:0044212
3929,GpMF,GO:0008289
23263,GpMF,GO:0005545
1244,GpMF,GO:0016887
3172,GpMF,GO:1901681
10743,GpMF,GO:0035326
1786,GpMF,GO:0003886
2100,GpMF,GO:0030545
25851,GpMF,GO:0035091
23657,GpMF,GO:0022857
84101,GpMF,GO:0036459
81031,GpMF,GO:0015295
79400,GpMF,GO:0016651
144125,GpMF,GO:0004930
26523,GpMF,GO:1990837
79876,GpMF,GO:0016836
64858,GpMF,GO:0016788
9950,GpMF,GO:0051020
23042,GpMF,GO:0030170
83855,GpMF,GO:0001159
9670,GpMF,GO:0031267
335,GpMF,GO:0045499
51065,GpMF,GO:0005198
2882,GpMF,GO:0004601
3761,GpMF,GO:0030165
5222,GpMF,GO:0008233
3709,GpMF,GO:0005220
5218,GpMF,GO:0004674
64388,GpMF,GO:0005125
1616,GpMF,GO:0002039
84790,GpMF,GO:0016462
27092,GpMF,GO:0008324
23122,GpMF,GO:0008092
5605,GpMF,GO:0016773
51422,GpMF,GO:0019209
6208,GpMF,GO:0003729
655,GpMF,GO:1901681
63928,GpMF,GO:0005509
64005,GpMF,GO:0016817
8322,GpMF,GO:0017147
200894,GpMF,GO:0005525
147,GpMF,GO:0008227
8748,GpMF,GO:0008237
57620,GpMF,GO:0016247
328,GpMF,GO:0016895
1644,GpMF,GO:0031406
5025,GpMF,GO:0008144
1879,GpMF,GO:0001077
2898,GpMF,GO:0005231
5058,GpMF,GO:0019901
3769,GpMF,GO:0015077
5803,GpMF,GO:0016791
253782,GpMF,GO:0016410
400720,GpMF,GO:0001067
9861,GpMF,GO:0016817
8621,GpMF,GO:0008353
8202,GpMF,GO:0034212
57332,GpMF,GO:0097027
5900,GpMF,GO:0060589
10479,GpMF,GO:0015297
27109,GpMF,GO:0022857
51046,GpMF,GO:0033691
10935,GpMF,GO:0043027
6120,GpMF,GO:0016857
8986,GpMF,GO:0016301
25,GpMF,GO:0016772
1938,GpMF,GO:0003746
3708,GpMF,GO:0005217
7486,GpMF,GO:0042803
3178,GpMF,GO:0098505
5058,GpMF,GO:0048365
10864,GpMF,GO:0008509
245973,GpMF,GO:0019829
9510,GpMF,GO:0004222
10193,GpMF,GO:0061659
728656,GpMF,GO:0001067
538,GpMF,GO:0046915
57530,GpMF,GO:0016818
5423,GpMF,GO:0015631
7874,GpMF,GO:0008233
2741,GpMF,GO:0022824
6903,GpMF,GO:0015631
10801,GpMF,GO:0016817
1359,GpMF,GO:0004180
2905,GpMF,GO:0004972
1778,GpMF,GO:0016817
3096,GpMF,GO:0000980
1326,GpMF,GO:0000287
5701,GpMF,GO:0008134
10257,GpMF,GO:0042623
147179,GpMF,GO:0032403
1195,GpMF,GO:0016773
55296,GpMF,GO:0008047
6729,GpMF,GO:0016818
3645,GpMF,GO:0004713
4635,GpMF,GO:0032036
5914,GpMF,GO:0003714
8449,GpMF,GO:0016887
2027,GpMF,GO:0016836
157869,GpMF,GO:0030246
3835,GpMF,GO:0016887
2936,GpMF,GO:0016491
51185,GpMF,GO:0016818
7299,GpMF,GO:0046982
23649,GpMF,GO:0034061
10595,GpMF,GO:0016772
1946,GpMF,GO:0005168
995,GpMF,GO:0019904
7375,GpMF,GO:0019783
91893,GpMF,GO:0008173
5625,GpMF,GO:0004657
23316,GpMF,GO:0001067
6602,GpMF,GO:0003682
2150,GpMF,GO:0001965
3756,GpMF,GO:0022836
5927,GpMF,GO:0016491
4935,GpMF,GO:0016597
4504,GpMF,GO:0019887
1811,GpMF,GO:0015106
1109,GpMF,GO:0033764
154807,GpMF,GO:0016491
7360,GpMF,GO:0030246
54934,GpMF,GO:0016410
6352,GpMF,GO:0030234
6929,GpMF,GO:0042803
56956,GpMF,GO:0000989
57325,GpMF,GO:0016407
3481,GpMF,GO:0005179
5447,GpMF,GO:0009055
1318,GpMF,GO:0022857
10939,GpMF,GO:0008237
94134,GpMF,GO:0030234
54899,GpMF,GO:0008092
5932,GpMF,GO:0001085
8192,GpMF,GO:0070011
51351,GpMF,GO:0001067
27071,GpMF,GO:0008289
5300,GpMF,GO:0017111
90134,GpMF,GO:0022836
6873,GpMF,GO:0008233
26224,GpMF,GO:0019787
1495,GpMF,GO:0045295
347365,GpMF,GO:0030234
2139,GpMF,GO:0042578
301,GpMF,GO:0060090
11142,GpMF,GO:0019210
9412,GpMF,GO:0003712
4654,GpMF,GO:0043566
4316,GpMF,GO:0004175
6642,GpMF,GO:1990459
1768,GpMF,GO:0003777
27034,GpMF,GO:0052890
57615,GpMF,GO:1990837
3801,GpMF,GO:0008017
54927,GpMF,GO:0000981
7837,GpMF,GO:0020037
6136,GpMF,GO:0019843
83933,GpMF,GO:0033558
6662,GpMF,GO:0019900
10785,GpMF,GO:0016423
84329,GpMF,GO:0005261
8564,GpMF,GO:0004497
147495,GpMF,GO:0017147
4800,GpMF,GO:0008134
256051,GpMF,GO:0001067
495,GpMF,GO:0015405
7486,GpMF,GO:0032403
142680,GpMF,GO:0015077
640,GpMF,GO:0016773
1842,GpMF,GO:0005539
7030,GpMF,GO:0000981
1188,GpMF,GO:0022838
4619,GpMF,GO:0005516
114882,GpMF,GO:0015485
9143,GpMF,GO:0042169
1263,GpMF,GO:0016773
6419,GpMF,GO:0018024
79148,GpMF,GO:0005509
2569,GpMF,GO:0016917
9442,GpMF,GO:0003712
6133,GpMF,GO:0005198
91624,GpMF,GO:0005198
80216,GpMF,GO:0004672
54934,GpMF,GO:0043996
8851,GpMF,GO:0046875
10110,GpMF,GO:0016773
7786,GpMF,GO:0016301
9376,GpMF,GO:0008514
51455,GpMF,GO:0016772
84699,GpMF,GO:0046982
752,GpMF,GO:0051015
1045,GpMF,GO:0000976
1143,GpMF,GO:0015464
23542,GpMF,GO:0042277
6415,GpMF,GO:0016209
152518,GpMF,GO:0001067
56676,GpMF,GO:0001227
55186,GpMF,GO:1901677
56918,GpMF,GO:0015403
1436,GpMF,GO:0019955
4802,GpMF,GO:0000977
115019,GpMF,GO:0099516
57553,GpMF,GO:0071949
9569,GpMF,GO:0003705
2729,GpMF,GO:0050662
23780,GpMF,GO:0071814
3675,GpMF,GO:0005178
5211,GpMF,GO:0030246
2742,GpMF,GO:0016934
100130097,GpMF,GO:0017111
9836,GpMF,GO:0016741
1638,GpMF,GO:0016860
2567,GpMF,GO:0005253
8754,GpMF,GO:0050839
6348,GpMF,GO:0016301
8501,GpMF,GO:0005342
56660,GpMF,GO:0015075
728927,GpMF,GO:0000978
1579,GpMF,GO:0020037
23607,GpMF,GO:0005172
6239,GpMF,GO:0001047
253980,GpMF,GO:0017048
5264,GpMF,GO:0031406
6542,GpMF,GO:0015174
6337,GpMF,GO:0046873
2118,GpMF,GO:0000975
100652748,GpMF,GO:0015405
100129543,GpMF,GO:0044212
335,GpMF,GO:0031210
11040,GpMF,GO:0004672
7837,GpMF,GO:0046906
51306,GpMF,GO:0030695
1311,GpMF,GO:0005518
147686,GpMF,GO:0001012
409,GpMF,GO:0031826
10614,GpMF,GO:0097322
391,GpMF,GO:0017111
859,GpMF,GO:0015631
22809,GpMF,GO:0019900
56300,GpMF,GO:0070851
23413,GpMF,GO:0022838
390598,GpMF,GO:0000989
100137049,GpMF,GO:0005544
79815,GpMF,GO:0015075
2316,GpMF,GO:0019901
132160,GpMF,GO:0030145
81,GpMF,GO:0044325
8521,GpMF,GO:0001228
2990,GpMF,GO:0004553
5167,GpMF,GO:0005158
83547,GpMF,GO:0031267
1307,GpMF,GO:0032403
8854,GpMF,GO:0008289
688,GpMF,GO:0001077
55810,GpMF,GO:0000976
154214,GpMF,GO:0019787
9903,GpMF,GO:0019787
64864,GpMF,GO:0044212
394,GpMF,GO:0019001
6256,GpMF,GO:0004879
81502,GpMF,GO:0042803
5017,GpMF,GO:0000987
5156,GpMF,GO:0004672
57143,GpMF,GO:0016301
26038,GpMF,GO:0016818
26000,GpMF,GO:0060589
140628,GpMF,GO:0003705
8867,GpMF,GO:0052745
90,GpMF,GO:0019955
5034,GpMF,GO:0016860
9702,GpMF,GO:0008017
9582,GpMF,GO:0016810
875,GpMF,GO:1901681
3753,GpMF,GO:0005261
285671,GpMF,GO:0061630
10094,GpMF,GO:0051015
22899,GpMF,GO:0008047
2811,GpMF,GO:0004857
6422,GpMF,GO:0070011
2778,GpMF,GO:0032561
9016,GpMF,GO:0003735
6886,GpMF,GO:0000975
3795,GpMF,GO:0016773
5291,GpMF,GO:0016303
316,GpMF,GO:0016726
5531,GpMF,GO:0004674
84193,GpMF,GO:0008170
4294,GpMF,GO:0004709
8841,GpMF,GO:0000989
6554,GpMF,GO:0022857
10797,GpMF,GO:0042301
2670,GpMF,GO:0005178
29091,GpMF,GO:0017048
6548,GpMF,GO:0015299
477,GpMF,GO:0042623
8766,GpMF,GO:0019001
9787,GpMF,GO:0016788
9517,GpMF,GO:0016454
5473,GpMF,GO:0008083
79803,GpMF,GO:0051020
11141,GpMF,GO:0015085
5438,GpMF,GO:0034062
7881,GpMF,GO:0008324
9468,GpMF,GO:0016779
10924,GpMF,GO:0016788
823,GpMF,GO:0070011
3087,GpMF,GO:0000981
100287478,GpMF,GO:0070011
51449,GpMF,GO:0016817
10653,GpMF,GO:0004866
548596,GpMF,GO:0016301
9963,GpMF,GO:0015294
284129,GpMF,GO:0005216
11335,GpMF,GO:0019904
3297,GpMF,GO:0003682
4436,GpMF,GO:0019237
170622,GpMF,GO:0008134
55450,GpMF,GO:0030234
10014,GpMF,GO:0003714
3738,GpMF,GO:0015271
84876,GpMF,GO:0008324
949,GpMF,GO:0071814
80149,GpMF,GO:0035198
7922,GpMF,GO:0046915
23446,GpMF,GO:0022891
838,GpMF,GO:0008233
4898,GpMF,GO:0008233
338328,GpMF,GO:0035473
3309,GpMF,GO:0005509
4654,GpMF,GO:0001067
2254,GpMF,GO:0005104
509,GpMF,GO:0015399
6188,GpMF,GO:0003729
256297,GpMF,GO:0001228
4783,GpMF,GO:0001047
218,GpMF,GO:0004029
123103,GpMF,GO:0003779
6540,GpMF,GO:0022804
84329,GpMF,GO:0015267
3690,GpMF,GO:0005126
9044,GpMF,GO:0004386
100287178,GpMF,GO:0019783
23228,GpMF,GO:0008081
5734,GpMF,GO:0004954
9550,GpMF,GO:0051117
51706,GpMF,GO:0016651
1020,GpMF,GO:0099602
6317,GpMF,GO:0004869
8932,GpMF,GO:0003682
4224,GpMF,GO:0008233
496,GpMF,GO:0015405
59341,GpMF,GO:0051015
623,GpMF,GO:0001653
7049,GpMF,GO:0019904
3643,GpMF,GO:0043177
170589,GpMF,GO:0005179
283464,GpMF,GO:0035252
1133,GpMF,GO:0042578
1119,GpMF,GO:0070405
360226,GpMF,GO:0004252
8450,GpMF,GO:0061630
57698,GpMF,GO:0051015
6279,GpMF,GO:0033293
7478,GpMF,GO:0005109
3091,GpMF,GO:0051879
348,GpMF,GO:0015485
11236,GpMF,GO:0019787
7516,GpMF,GO:0016817
154091,GpMF,GO:0015145
6579,GpMF,GO:0005319
1349,GpMF,GO:0016675
8085,GpMF,GO:0042800
5025,GpMF,GO:0004931
10444,GpMF,GO:0004842
2263,GpMF,GO:0016301
2901,GpMF,GO:0022803
340024,GpMF,GO:0015175
2790,GpMF,GO:0016462
7299,GpMF,GO:0016705
5169,GpMF,GO:0008081
6421,GpMF,GO:0003690
63036,GpMF,GO:0017171
440689,GpMF,GO:0046982
10399,GpMF,GO:0005198
9540,GpMF,GO:0050662
11035,GpMF,GO:0003713
100288072,GpMF,GO:0016229
23120,GpMF,GO:0016818
283238,GpMF,GO:0099516
51619,GpMF,GO:0004842
8692,GpMF,GO:0019838
5888,GpMF,GO:0004518
4297,GpMF,GO:0008276
55879,GpMF,GO:0015103
79818,GpMF,GO:0044212
1951,GpMF,GO:0004930
5288,GpMF,GO:0035005
266743,GpMF,GO:0046982
7225,GpMF,GO:0005262
701,GpMF,GO:0004672
5170,GpMF,GO:0060229
9921,GpMF,GO:0044212
199990,GpMF,GO:0070530
127069,GpMF,GO:0004930
406,GpMF,GO:1990837
25895,GpMF,GO:0016741
122622,GpMF,GO:0016462
1040,GpMF,GO:0016779
487,GpMF,GO:0005509
1392,GpMF,GO:0051429
151651,GpMF,GO:0005509
57007,GpMF,GO:0019958
57594,GpMF,GO:0000989
23413,GpMF,GO:0022803
7323,GpMF,GO:0019787
339221,GpMF,GO:0042578
23527,GpMF,GO:0030234
7386,GpMF,GO:0008121
11337,GpMF,GO:0044389
100128274,GpMF,GO:0016772
10849,GpMF,GO:0016772
26270,GpMF,GO:0061659
3816,GpMF,GO:0008233
140733,GpMF,GO:0019213
85477,GpMF,GO:0005509
85004,GpMF,GO:0005525
1580,GpMF,GO:0070330
7273,GpMF,GO:0051371
51380,GpMF,GO:0016830
277,GpMF,GO:0004553
1186,GpMF,GO:0008509
8928,GpMF,GO:0070410
663,GpMF,GO:0030695
6391,GpMF,GO:0009055
340267,GpMF,GO:0004866
9869,GpMF,GO:0008170
8726,GpMF,GO:0008168
6620,GpMF,GO:0030234
10399,GpMF,GO:0008656
57679,GpMF,GO:0051020
90957,GpMF,GO:0016462
23326,GpMF,GO:0016407
55117,GpMF,GO:0022890
27352,GpMF,GO:0017137
26534,GpMF,GO:0004984
79586,GpMF,GO:0008194
6175,GpMF,GO:0003735
51042,GpMF,GO:0000988
142679,GpMF,GO:0008330
2180,GpMF,GO:0016877
2274,GpMF,GO:0003712
538,GpMF,GO:0016818
10527,GpMF,GO:0060589
4943,GpMF,GO:0060589
10240,GpMF,GO:0005198
563,GpMF,GO:0003823
8239,GpMF,GO:0046332
3661,GpMF,GO:0000987
54896,GpMF,GO:0015075
23236,GpMF,GO:0060589
6296,GpMF,GO:0015645
7471,GpMF,GO:0000975
2220,GpMF,GO:2001065
408,GpMF,GO:0030414
8314,GpMF,GO:0070011
6495,GpMF,GO:0000978
1128,GpMF,GO:0015464
8647,GpMF,GO:0005319
1261,GpMF,GO:0030551
4973,GpMF,GO:0005041
26230,GpMF,GO:0005057
51255,GpMF,GO:0061659
10803,GpMF,GO:0004950
201305,GpMF,GO:0005319
85463,GpMF,GO:0004519
5883,GpMF,GO:0004536
9751,GpMF,GO:0019905
11254,GpMF,GO:0046873
9958,GpMF,GO:0101005
4060,GpMF,GO:0032403
50700,GpMF,GO:0004033
57551,GpMF,GO:0016301
5138,GpMF,GO:0008081
7021,GpMF,GO:0044212
51230,GpMF,GO:0046972
84867,GpMF,GO:0042578
2316,GpMF,GO:0031267
55486,GpMF,GO:0004252
4881,GpMF,GO:0008528
1992,GpMF,GO:0061134
4990,GpMF,GO:0000981
55288,GpMF,GO:0016818
54947,GpMF,GO:0003841
7189,GpMF,GO:0016874
3133,GpMF,GO:0033218
116369,GpMF,GO:0005342
283871,GpMF,GO:0000287
6476,GpMF,GO:0015926
6207,GpMF,GO:0070181
51761,GpMF,GO:0016817
133522,GpMF,GO:0001076
23208,GpMF,GO:0005509
442184,GpMF,GO:0004984
10277,GpMF,GO:0034450
96764,GpMF,GO:0016741
3764,GpMF,GO:0022891
81470,GpMF,GO:0004930
2917,GpMF,GO:0022836
6506,GpMF,GO:0005313
80324,GpMF,GO:0016829
3315,GpMF,GO:0032182
