gene_from,relationship,gene_to
64108,ACTIVATION,26716
220134,ACTIVATION,84643
4781,ACTIVATION,661
55851,ACTIVATION,4851
51586,ACTIVATION,1050
390882,ACTIVATION,344892
208,ACTIVATION,3551
5568,ACTIVATION,5350
55766,ACTIVATION,8349
1111,ACTIVATION,4193
2253,ACTIVATION,5156
219965,ACTIVATION,80346
8601,ACTIVATION,346562
1232,ACTIVATION,3718
3953,ACTIVATION,53342
55166,ACTIVATION,5501
403239,ACTIVATION,65055
122748,ACTIVATION,80346
5571,ACTIVATION,387
81458,ACTIVATION,80346
6234,ACTIVATION,114049
7157,ACTIVATION,55367
6009,ACTIVATION,1978
2826,ACTIVATION,2920
8178,ACTIVATION,91603
523,ACTIVATION,389541
22801,ACTIVATION,7450
282617,ACTIVATION,3597
8497,ACTIVATION,320
391114,ACTIVATION,2788
9656,ACTIVATION,6921
2774,ACTIVATION,26648
55813,ACTIVATION,6217
64764,ACTIVATION,5594
4798,ACTIVATION,5887
3559,ACTIVATION,3442
57690,ACTIVATION,9739
389541,ACTIVATION,9550
26248,ACTIVATION,64108
2264,ACTIVATION,1946
5781,ACTIVATION,942
3913,ACTIVATION,4233
6751,ACTIVATION,51738
4893,ACTIVATION,2771
3444,ACTIVATION,53833
3445,ACTIVATION,3594
91687,ACTIVATION,23332
88745,ACTIVATION,9136
84128,ACTIVATION,22803
5600,ACTIVATION,4609
27,ACTIVATION,5880
79172,ACTIVATION,5518
7905,ACTIVATION,401666
506,ACTIVATION,4899
2475,ACTIVATION,6774
117246,ACTIVATION,10436
1454,ACTIVATION,5187
1643,ACTIVATION,83444
3440,ACTIVATION,5156
163702,ACTIVATION,3589
6352,ACTIVATION,2826
2774,ACTIVATION,338675
643,ACTIVATION,2773
3688,ACTIVATION,1278
92840,ACTIVATION,219477
83597,ACTIVATION,219487
472,ACTIVATION,5433
5879,ACTIVATION,4593
1848,ACTIVATION,5595
26188,ACTIVATION,132112
56655,ACTIVATION,4173
2491,ACTIVATION,5515
1616,ACTIVATION,7046
80152,ACTIVATION,55166
204851,ACTIVATION,4878
100101267,ACTIVATION,57122
84441,ACTIVATION,23493
151648,ACTIVATION,8379
5595,ACTIVATION,3570
7185,ACTIVATION,8737
2308,ACTIVATION,5562
5970,ACTIVATION,5595
64108,ACTIVATION,403239
65055,ACTIVATION,390155
441639,ACTIVATION,92840
1399,ACTIVATION,81
390433,ACTIVATION,221035
23279,ACTIVATION,10073
6203,ACTIVATION,1454
71,ACTIVATION,10092
5290,ACTIVATION,2811
27091,ACTIVATION,5021
2260,ACTIVATION,2248
6300,ACTIVATION,2793
147841,ACTIVATION,81565
9969,ACTIVATION,51129
10498,ACTIVATION,8800
6119,ACTIVATION,7314
55055,ACTIVATION,348995
8411,ACTIVATION,5868
1128,ACTIVATION,2774
1326,ACTIVATION,5607
6430,ACTIVATION,8021
2264,ACTIVATION,9965
199746,ACTIVATION,9972
65055,ACTIVATION,390271
9630,ACTIVATION,2911
80346,ACTIVATION,120776
25926,ACTIVATION,134430
3568,ACTIVATION,3592
8342,ACTIVATION,861
6142,ACTIVATION,10200
51585,ACTIVATION,5436
5603,ACTIVATION,5606
5592,ACTIVATION,491
10319,ACTIVATION,3695
8515,ACTIVATION,1280
1439,ACTIVATION,85480
22930,ACTIVATION,2590
57122,ACTIVATION,29894
11345,ACTIVATION,92421
26469,ACTIVATION,27178
80346,ACTIVATION,390327
2778,ACTIVATION,2852
129401,ACTIVATION,26097
6387,ACTIVATION,1759
55766,ACTIVATION,474382
28956,ACTIVATION,1978
6396,ACTIVATION,5515
8602,ACTIVATION,51077
5295,ACTIVATION,4914
2353,ACTIVATION,5603
5981,ACTIVATION,1386
79003,ACTIVATION,4085
8317,ACTIVATION,5427
343173,ACTIVATION,2774
10298,ACTIVATION,4690
2788,ACTIVATION,390079
5175,ACTIVATION,58
283160,ACTIVATION,221035
64108,ACTIVATION,119687
7448,ACTIVATION,3694
29945,ACTIVATION,8556
2091,ACTIVATION,4691
285093,ACTIVATION,393046
79019,ACTIVATION,57405
390152,ACTIVATION,80346
9441,ACTIVATION,5105
3576,ACTIVATION,1232
332,ACTIVATION,348995
3763,ACTIVATION,2783
1780,ACTIVATION,3619
3762,ACTIVATION,2790
1022,ACTIVATION,29101
3718,ACTIVATION,1232
5048,ACTIVATION,54821
10294,ACTIVATION,3303
219431,ACTIVATION,80346
8379,ACTIVATION,10459
8387,ACTIVATION,80346
6396,ACTIVATION,3796
6229,ACTIVATION,9790
171558,ACTIVATION,84441
4609,ACTIVATION,2354
55706,ACTIVATION,23511
7410,ACTIVATION,7294
7855,ACTIVATION,7477
5733,ACTIVATION,51738
2770,ACTIVATION,23533
127069,ACTIVATION,51764
1783,ACTIVATION,5501
81469,ACTIVATION,2788
3680,ACTIVATION,3913
6249,ACTIVATION,5048
1946,ACTIVATION,2534
4088,ACTIVATION,6498
3265,ACTIVATION,408
6122,ACTIVATION,23517
6332,ACTIVATION,816
51202,ACTIVATION,84916
5879,ACTIVATION,10928
348995,ACTIVATION,9184
3158,ACTIVATION,6907
5905,ACTIVATION,10204
2788,ACTIVATION,284521
6359,ACTIVATION,729230
10046,ACTIVATION,3002
11214,ACTIVATION,387
6338,ACTIVATION,65266
3590,ACTIVATION,282617
10199,ACTIVATION,6208
6207,ACTIVATION,27341
5516,ACTIVATION,5519
211,ACTIVATION,6907
285093,ACTIVATION,219447
6230,ACTIVATION,114049
341152,ACTIVATION,2788
163688,ACTIVATION,4843
1780,ACTIVATION,10726
2774,ACTIVATION,340980
1950,ACTIVATION,387
720,ACTIVATION,4153
7058,ACTIVATION,8515
56656,ACTIVATION,285093
6613,ACTIVATION,51588
64764,ACTIVATION,5566
5427,ACTIVATION,4173
5595,ACTIVATION,6772
390064,ACTIVATION,51764
441308,ACTIVATION,80346
1901,ACTIVATION,5879
10681,ACTIVATION,5293
81797,ACTIVATION,64108
221035,ACTIVATION,390439
2041,ACTIVATION,1946
6187,ACTIVATION,11103
9184,ACTIVATION,55839
29904,ACTIVATION,5571
5618,ACTIVATION,50616
2788,ACTIVATION,1814
405,ACTIVATION,25994
84916,ACTIVATION,25879
84971,ACTIVATION,23710
6229,ACTIVATION,6187
9787,ACTIVATION,4854
7905,ACTIVATION,79473
2788,ACTIVATION,4893
8823,ACTIVATION,3480
1268,ACTIVATION,59345
8678,ACTIVATION,3146
3581,ACTIVATION,3578
4791,ACTIVATION,1147
4659,ACTIVATION,140465
284217,ACTIVATION,1605
3815,ACTIVATION,374
3559,ACTIVATION,3448
441670,ACTIVATION,80346
9180,ACTIVATION,59067
344892,ACTIVATION,283093
894,ACTIVATION,1029
3162,ACTIVATION,3596
5747,ACTIVATION,8440
1943,ACTIVATION,2321
10607,ACTIVATION,6205
8348,ACTIVATION,192670
930,ACTIVATION,6850
219986,ACTIVATION,51308
3569,ACTIVATION,5618
10810,ACTIVATION,5881
56616,ACTIVATION,330
132112,ACTIVATION,26189
5562,ACTIVATION,55970
2149,ACTIVATION,23533
5621,ACTIVATION,2670
22800,ACTIVATION,2792
85441,ACTIVATION,57761
109,ACTIVATION,2783
7043,ACTIVATION,4088
65055,ACTIVATION,346525
6714,ACTIVATION,5290
1272,ACTIVATION,4897
11097,ACTIVATION,10250
6208,ACTIVATION,6194
64798,ACTIVATION,10670
3581,ACTIVATION,3593
80346,ACTIVATION,219954
54331,ACTIVATION,23236
998,ACTIVATION,57144
474382,ACTIVATION,3198
5528,ACTIVATION,7471
3815,ACTIVATION,7020
643,ACTIVATION,6374
3589,ACTIVATION,3598
2790,ACTIVATION,5294
3952,ACTIVATION,3568
1944,ACTIVATION,1969
7010,ACTIVATION,2253
5881,ACTIVATION,10928
57122,ACTIVATION,8487
208,ACTIVATION,5295
5533,ACTIVATION,54961
403278,ACTIVATION,80346
2033,ACTIVATION,1499
5829,ACTIVATION,7422
5603,ACTIVATION,9261
132112,ACTIVATION,343563
6396,ACTIVATION,83540
11103,ACTIVATION,65083
8331,ACTIVATION,8345
26696,ACTIVATION,51764
5528,ACTIVATION,140735
116379,ACTIVATION,3439
402135,ACTIVATION,7905
25926,ACTIVATION,6207
2782,ACTIVATION,9265
23517,ACTIVATION,6208
80205,ACTIVATION,123
343173,ACTIVATION,2782
5293,ACTIVATION,7297
28514,ACTIVATION,4851
5499,ACTIVATION,84152
284532,ACTIVATION,65055
64108,ACTIVATION,338675
27330,ACTIVATION,90673
51128,ACTIVATION,338
3717,ACTIVATION,3446
127066,ACTIVATION,132112
26212,ACTIVATION,92840
4085,ACTIVATION,1058
984,ACTIVATION,1453
64108,ACTIVATION,390648
51764,ACTIVATION,26338
10664,ACTIVATION,4091
26529,ACTIVATION,51308
3451,ACTIVATION,3718
29894,ACTIVATION,9631
55766,ACTIVATION,3198
2690,ACTIVATION,3586
6850,ACTIVATION,2212
2773,ACTIVATION,5594
1443,ACTIVATION,1956
50604,ACTIVATION,2057
9015,ACTIVATION,7270
221035,ACTIVATION,196335
2263,ACTIVATION,5331
146850,ACTIVATION,2790
4436,ACTIVATION,1386
5509,ACTIVATION,6195
55766,ACTIVATION,57690
83540,ACTIVATION,79003
6331,ACTIVATION,815
23332,ACTIVATION,11130
158131,ACTIVATION,65055
7159,ACTIVATION,581
1292,ACTIVATION,3690
114548,ACTIVATION,10628
56832,ACTIVATION,3597
3688,ACTIVATION,4233
4893,ACTIVATION,4763
10891,ACTIVATION,23373
5923,ACTIVATION,3845
3570,ACTIVATION,1437
9631,ACTIVATION,51362
80346,ACTIVATION,286365
80205,ACTIVATION,6822
9150,ACTIVATION,472
84057,ACTIVATION,8340
55054,ACTIVATION,64127
1052,ACTIVATION,5468
6602,ACTIVATION,2971
5535,ACTIVATION,810
10603,ACTIVATION,867
23636,ACTIVATION,54960
6429,ACTIVATION,9972
2147,ACTIVATION,5465
22801,ACTIVATION,1288
6774,ACTIVATION,3091
11336,ACTIVATION,5879
5568,ACTIVATION,2792
4735,ACTIVATION,27077
9735,ACTIVATION,5347
7475,ACTIVATION,7976
1500,ACTIVATION,5879
2782,ACTIVATION,338755
2046,ACTIVATION,5921
9972,ACTIVATION,84324
9759,ACTIVATION,9972
57551,ACTIVATION,5048
51077,ACTIVATION,51118
9379,ACTIVATION,57555
53833,ACTIVATION,51561
2309,ACTIVATION,5564
3717,ACTIVATION,3460
5905,ACTIVATION,378708
4821,ACTIVATION,50674
23279,ACTIVATION,220134
7137,ACTIVATION,5567
6093,ACTIVATION,4660
3645,ACTIVATION,5295
138805,ACTIVATION,92840
7040,ACTIVATION,4086
1398,ACTIVATION,3687
1969,ACTIVATION,2323
5291,ACTIVATION,22808
8312,ACTIVATION,5519
4085,ACTIVATION,1060
3440,ACTIVATION,91543
3178,ACTIVATION,22916
2774,ACTIVATION,219469
3265,ACTIVATION,4296
6363,ACTIVATION,1232
8772,ACTIVATION,7128
10369,ACTIVATION,817
8021,ACTIVATION,6430
10370,ACTIVATION,2168
23160,ACTIVATION,65083
51808,ACTIVATION,79902
2971,ACTIVATION,8289
81050,ACTIVATION,83597
81448,ACTIVATION,2782
7932,ACTIVATION,51308
2642,ACTIVATION,2778
22803,ACTIVATION,25879
26577,ACTIVATION,1278
843,ACTIVATION,7157
92840,ACTIVATION,219865
1050,ACTIVATION,9967
55143,ACTIVATION,5525
8648,ACTIVATION,5244
1026,ACTIVATION,6117
6872,ACTIVATION,581
5336,ACTIVATION,3480
64108,ACTIVATION,390083
57551,ACTIVATION,1783
1969,ACTIVATION,2251
810,ACTIVATION,3265
132112,ACTIVATION,120776
1443,ACTIVATION,3590
3845,ACTIVATION,59345
3727,ACTIVATION,3725
8061,ACTIVATION,5600
462,ACTIVATION,56975
64108,ACTIVATION,121129
27178,ACTIVATION,25930
5465,ACTIVATION,5469
135948,ACTIVATION,132112
92840,ACTIVATION,79290
57761,ACTIVATION,6907
53833,ACTIVATION,3589
5579,ACTIVATION,10488
6585,ACTIVATION,6091
51552,ACTIVATION,149371
53371,ACTIVATION,10250
6597,ACTIVATION,5430
5528,ACTIVATION,91687
5291,ACTIVATION,5747
699,ACTIVATION,5501
5881,ACTIVATION,8826
2786,ACTIVATION,5603
2491,ACTIVATION,5905
1026,ACTIVATION,3091
79023,ACTIVATION,79902
3684,ACTIVATION,6714
2774,ACTIVATION,284383
5087,ACTIVATION,3516
221035,ACTIVATION,126541
6138,ACTIVATION,10200
255725,ACTIVATION,2782
8331,ACTIVATION,57690
119764,ACTIVATION,51308
4254,ACTIVATION,2324
219453,ACTIVATION,132112
5575,ACTIVATION,598
7161,ACTIVATION,9540
26686,ACTIVATION,2788
5753,ACTIVATION,27043
1394,ACTIVATION,1392
55143,ACTIVATION,9735
55920,ACTIVATION,51143
2787,ACTIVATION,113
3685,ACTIVATION,3915
5159,ACTIVATION,56034
55839,ACTIVATION,10726
284383,ACTIVATION,285093
285093,ACTIVATION,401994
1234,ACTIVATION,6363
8349,ACTIVATION,354
3569,ACTIVATION,1051
1737,ACTIVATION,5467
93973,ACTIVATION,10920
5903,ACTIVATION,79980
3589,ACTIVATION,3454
5970,ACTIVATION,9475
4735,ACTIVATION,8655
11211,ACTIVATION,80326
2066,ACTIVATION,4254
6187,ACTIVATION,6194
7157,ACTIVATION,8794
1374,ACTIVATION,96764
5291,ACTIVATION,59345
5580,ACTIVATION,196883
3952,ACTIVATION,2057
10200,ACTIVATION,9349
1438,ACTIVATION,1442
816,ACTIVATION,2891
56477,ACTIVATION,1236
55339,ACTIVATION,129401
154754,ACTIVATION,9002
25929,ACTIVATION,8086
7514,ACTIVATION,51143
2908,ACTIVATION,301
403253,ACTIVATION,83597
2774,ACTIVATION,403282
7450,ACTIVATION,3695
22919,ACTIVATION,5515
3458,ACTIVATION,865
3563,ACTIVATION,3442
3655,ACTIVATION,1101
79050,ACTIVATION,51065
7186,ACTIVATION,8517
6161,ACTIVATION,23517
2064,ACTIVATION,3082
283092,ACTIVATION,51308
64108,ACTIVATION,254783
80346,ACTIVATION,441608
341799,ACTIVATION,2782
4208,ACTIVATION,817
5515,ACTIVATION,55055
5881,ACTIVATION,5584
5880,ACTIVATION,8503
119695,ACTIVATION,51764
63923,ACTIVATION,3685
134083,ACTIVATION,132112
51764,ACTIVATION,3765
54361,ACTIVATION,2719
5899,ACTIVATION,55770
151636,ACTIVATION,4855
83874,ACTIVATION,11021
54600,ACTIVATION,6256
8345,ACTIVATION,8341
2788,ACTIVATION,26533
2782,ACTIVATION,283092
701,ACTIVATION,8379
6300,ACTIVATION,2355
10607,ACTIVATION,4691
5159,ACTIVATION,53342
6772,ACTIVATION,3460
51096,ACTIVATION,51065
4085,ACTIVATION,140735
1778,ACTIVATION,701
2773,ACTIVATION,85397
64135,ACTIVATION,57506
54892,ACTIVATION,94239
129401,ACTIVATION,6426
6128,ACTIVATION,5394
9793,ACTIVATION,51143
5335,ACTIVATION,627
390883,ACTIVATION,80346
121364,ACTIVATION,344892
22801,ACTIVATION,3910
6387,ACTIVATION,2833
197259,ACTIVATION,114548
1855,ACTIVATION,1499
3354,ACTIVATION,2782
5335,ACTIVATION,2767
26531,ACTIVATION,221035
4090,ACTIVATION,7046
1063,ACTIVATION,151648
2222,ACTIVATION,8648
7478,ACTIVATION,5515
2788,ACTIVATION,442361
864,ACTIVATION,10018
2885,ACTIVATION,1436
344892,ACTIVATION,196335
257397,ACTIVATION,3654
7409,ACTIVATION,3265
2782,ACTIVATION,402135
245973,ACTIVATION,8649
382,ACTIVATION,161
6469,ACTIVATION,2255
54960,ACTIVATION,8021
11004,ACTIVATION,147841
2767,ACTIVATION,353299
81099,ACTIVATION,344892
3932,ACTIVATION,6654
1233,ACTIVATION,6357
6132,ACTIVATION,10200
6778,ACTIVATION,4988
55212,ACTIVATION,22948
5347,ACTIVATION,9133
815,ACTIVATION,7442
4843,ACTIVATION,5465
2782,ACTIVATION,284383
10498,ACTIVATION,2971
9626,ACTIVATION,2986
55272,ACTIVATION,6202
135941,ACTIVATION,65055
2782,ACTIVATION,286365
81327,ACTIVATION,2782
998,ACTIVATION,1855
5527,ACTIVATION,79023
219479,ACTIVATION,64108
79923,ACTIVATION,9314
5394,ACTIVATION,84916
151246,ACTIVATION,9735
3326,ACTIVATION,84516
22803,ACTIVATION,8602
4909,ACTIVATION,3480
51764,ACTIVATION,282763
5565,ACTIVATION,59345
282618,ACTIVATION,1441
285659,ACTIVATION,51764
3676,ACTIVATION,131873
5595,ACTIVATION,6776
9656,ACTIVATION,5439
55143,ACTIVATION,83540
3667,ACTIVATION,3560
2147,ACTIVATION,9002
5518,ACTIVATION,55166
4999,ACTIVATION,54107
127623,ACTIVATION,83597
3563,ACTIVATION,3445
5595,ACTIVATION,5582
344892,ACTIVATION,390142
2354,ACTIVATION,2891
54107,ACTIVATION,5111
220134,ACTIVATION,1778
3674,ACTIVATION,3014
8331,ACTIVATION,8970
256148,ACTIVATION,83597
140735,ACTIVATION,91687
6714,ACTIVATION,3845
2788,ACTIVATION,120586
30001,ACTIVATION,5034
4171,ACTIVATION,8317
382,ACTIVATION,6453
389541,ACTIVATION,1978
4893,ACTIVATION,22821
129401,ACTIVATION,4927
6117,ACTIVATION,472
83597,ACTIVATION,127385
8936,ACTIVATION,10096
5021,ACTIVATION,779
29781,ACTIVATION,3013
10726,ACTIVATION,11004
79902,ACTIVATION,55339
3560,ACTIVATION,2688
2771,ACTIVATION,100137049
3694,ACTIVATION,1284
7408,ACTIVATION,5566
9564,ACTIVATION,3682
3796,ACTIVATION,5048
1387,ACTIVATION,3992
5879,ACTIVATION,5606
29101,ACTIVATION,6884
8503,ACTIVATION,2770
3455,ACTIVATION,59067
4067,ACTIVATION,2214
200845,ACTIVATION,861
4205,ACTIVATION,144195
55166,ACTIVATION,151246
632,ACTIVATION,865
1237,ACTIVATION,2919
80310,ACTIVATION,2321
53371,ACTIVATION,9775
5468,ACTIVATION,5346
378708,ACTIVATION,4085
596,ACTIVATION,1385
5921,ACTIVATION,2042
2091,ACTIVATION,27341
4637,ACTIVATION,91807
7074,ACTIVATION,998
116379,ACTIVATION,1440
80346,ACTIVATION,2782
55746,ACTIVATION,6637
3952,ACTIVATION,9466
7099,ACTIVATION,353376
960,ACTIVATION,3908
79902,ACTIVATION,55706
3694,ACTIVATION,1286
4862,ACTIVATION,80205
83452,ACTIVATION,55054
221035,ACTIVATION,81050
8323,ACTIVATION,7475
22938,ACTIVATION,59
83732,ACTIVATION,1453
7481,ACTIVATION,4041
2099,ACTIVATION,5595
5241,ACTIVATION,5296
3018,ACTIVATION,54892
1642,ACTIVATION,4798
4148,ACTIVATION,56975
993,ACTIVATION,9134
3014,ACTIVATION,10592
7124,ACTIVATION,6609
2774,ACTIVATION,81050
60,ACTIVATION,10094
984,ACTIVATION,22995
10344,ACTIVATION,3579
138881,ACTIVATION,51764
3565,ACTIVATION,5159
5567,ACTIVATION,5502
8379,ACTIVATION,9793
8655,ACTIVATION,55746
9846,ACTIVATION,6655
2768,ACTIVATION,3577
5780,ACTIVATION,4088
9793,ACTIVATION,79682
26354,ACTIVATION,26168
7535,ACTIVATION,5291
393046,ACTIVATION,2774
84612,ACTIVATION,5881
7189,ACTIVATION,5602
369,ACTIVATION,5581
2783,ACTIVATION,109
1058,ACTIVATION,10726
5170,ACTIVATION,29941
998,ACTIVATION,58
1270,ACTIVATION,1438
6300,ACTIVATION,5599
7058,ACTIVATION,22801
2774,ACTIVATION,26339
1063,ACTIVATION,5519
7528,ACTIVATION,7508
431704,ACTIVATION,2767
783,ACTIVATION,59345
3791,ACTIVATION,4254
5564,ACTIVATION,2787
3568,ACTIVATION,3558
116832,ACTIVATION,22894
23279,ACTIVATION,84324
51308,ACTIVATION,391194
10672,ACTIVATION,23566
6144,ACTIVATION,23517
283189,ACTIVATION,285093
51143,ACTIVATION,91687
5336,ACTIVATION,4233
5526,ACTIVATION,701
3689,ACTIVATION,5291
8878,ACTIVATION,8737
81050,ACTIVATION,2788
6203,ACTIVATION,9277
5296,ACTIVATION,7294
2782,ACTIVATION,390197
5048,ACTIVATION,1780
9688,ACTIVATION,55339
3576,ACTIVATION,185
2167,ACTIVATION,55090
6363,ACTIVATION,1234
7932,ACTIVATION,83597
51065,ACTIVATION,9790
80228,ACTIVATION,6786
5970,ACTIVATION,7043
11056,ACTIVATION,84128
6256,ACTIVATION,2960
6634,ACTIVATION,57122
7059,ACTIVATION,5747
55766,ACTIVATION,354
1285,ACTIVATION,2161
2263,ACTIVATION,5154
1233,ACTIVATION,6360
401541,ACTIVATION,1781
5154,ACTIVATION,3645
5293,ACTIVATION,2207
10319,ACTIVATION,3675
6137,ACTIVATION,10200
8986,ACTIVATION,10488
6362,ACTIVATION,2833
84524,ACTIVATION,51585
5568,ACTIVATION,3753
5519,ACTIVATION,2491
64108,ACTIVATION,219870
2885,ACTIVATION,2065
81608,ACTIVATION,9972
8086,ACTIVATION,10073
672,ACTIVATION,545
8555,ACTIVATION,29882
144125,ACTIVATION,2788
7066,ACTIVATION,6777
10344,ACTIVATION,643
1234,ACTIVATION,4283
10254,ACTIVATION,3718
51764,ACTIVATION,26333
2788,ACTIVATION,219986
5290,ACTIVATION,89
2274,ACTIVATION,96764
585,ACTIVATION,6950
51308,ACTIVATION,26476
11218,ACTIVATION,57122
8556,ACTIVATION,64682
2790,ACTIVATION,8503
3598,ACTIVATION,3600
4893,ACTIVATION,2788
1500,ACTIVATION,5880
83597,ACTIVATION,128368
84643,ACTIVATION,55055
3561,ACTIVATION,282617
25939,ACTIVATION,10379
282763,ACTIVATION,2774
163688,ACTIVATION,5530
100101267,ACTIVATION,57187
391211,ACTIVATION,221035
9014,ACTIVATION,3066
223117,ACTIVATION,8829
2737,ACTIVATION,2735
6187,ACTIVATION,55813
1983,ACTIVATION,8665
5245,ACTIVATION,673
1399,ACTIVATION,8515
5582,ACTIVATION,114
7535,ACTIVATION,5296
51308,ACTIVATION,138799
6655,ACTIVATION,5159
71,ACTIVATION,7454
6237,ACTIVATION,5337
81458,ACTIVATION,285093
7450,ACTIVATION,3676
598,ACTIVATION,5577
4778,ACTIVATION,3043
23636,ACTIVATION,6429
583,ACTIVATION,7203
3445,ACTIVATION,3455
6119,ACTIVATION,5558
8322,ACTIVATION,89780
1387,ACTIVATION,817
55143,ACTIVATION,151246
57144,ACTIVATION,6091
699,ACTIVATION,64946
23122,ACTIVATION,23421
8021,ACTIVATION,51808
283297,ACTIVATION,285093
7408,ACTIVATION,60
1499,ACTIVATION,889
4893,ACTIVATION,2784
3565,ACTIVATION,3586
23421,ACTIVATION,5527
79003,ACTIVATION,3796
9184,ACTIVATION,55143
10623,ACTIVATION,6741
6696,ACTIVATION,3665
4088,ACTIVATION,5780
2247,ACTIVATION,3265
5575,ACTIVATION,1445
2322,ACTIVATION,8074
3976,ACTIVATION,1438
9793,ACTIVATION,991
8323,ACTIVATION,7480
142,ACTIVATION,9131
51764,ACTIVATION,81050
9212,ACTIVATION,79172
5568,ACTIVATION,781
4994,ACTIVATION,64108
338376,ACTIVATION,3566
23160,ACTIVATION,25879
1780,ACTIVATION,991
57082,ACTIVATION,80776
10928,ACTIVATION,375
5594,ACTIVATION,2782
2773,ACTIVATION,155
3586,ACTIVATION,3594
23279,ACTIVATION,91687
5330,ACTIVATION,2261
389090,ACTIVATION,64108
54821,ACTIVATION,10403
3619,ACTIVATION,80776
3350,ACTIVATION,2791
7422,ACTIVATION,2324
7157,ACTIVATION,4616
92840,ACTIVATION,391189
1490,ACTIVATION,7003
23332,ACTIVATION,23421
2792,ACTIVATION,9002
1293,ACTIVATION,6385
9630,ACTIVATION,6870
2770,ACTIVATION,1234
1441,ACTIVATION,50604
3672,ACTIVATION,1292
11338,ACTIVATION,53371
3673,ACTIVATION,5567
79682,ACTIVATION,998
5048,ACTIVATION,1778
151246,ACTIVATION,80776
10200,ACTIVATION,81887
9442,ACTIVATION,51129
22948,ACTIVATION,585
2690,ACTIVATION,3593
1944,ACTIVATION,2064
149233,ACTIVATION,3717
84876,ACTIVATION,6786
2207,ACTIVATION,6850
28389,ACTIVATION,712
6237,ACTIVATION,115727
7157,ACTIVATION,3952
29949,ACTIVATION,3977
5322,ACTIVATION,2776
5530,ACTIVATION,4772
585,ACTIVATION,8195
54361,ACTIVATION,8324
2792,ACTIVATION,9254
2534,ACTIVATION,3674
154754,ACTIVATION,2151
861,ACTIVATION,5579
462,ACTIVATION,54757
1647,ACTIVATION,5111
390067,ACTIVATION,2788
65055,ACTIVATION,392392
51308,ACTIVATION,390078
54908,ACTIVATION,1063
3135,ACTIVATION,10379
55166,ACTIVATION,22919
5900,ACTIVATION,387
3480,ACTIVATION,2249
1778,ACTIVATION,55920
5473,ACTIVATION,10803
2243,ACTIVATION,54757
2770,ACTIVATION,6654
2778,ACTIVATION,5578
3568,ACTIVATION,3445
57122,ACTIVATION,79019
2778,ACTIVATION,2916
81624,ACTIVATION,10458
441639,ACTIVATION,221035
3685,ACTIVATION,3912
139760,ACTIVATION,2641
54961,ACTIVATION,1072
109,ACTIVATION,2786
79902,ACTIVATION,6634
2885,ACTIVATION,2770
5598,ACTIVATION,4208
140735,ACTIVATION,5347
5008,ACTIVATION,3581
27040,ACTIVATION,6464
10454,ACTIVATION,8517
5566,ACTIVATION,2793
2774,ACTIVATION,219464
490,ACTIVATION,5568
3619,ACTIVATION,25909
10436,ACTIVATION,84916
1101,ACTIVATION,3673
65055,ACTIVATION,401665
10445,ACTIVATION,1643
26508,ACTIVATION,8850
8323,ACTIVATION,2775
285093,ACTIVATION,390059
2788,ACTIVATION,26696
7884,ACTIVATION,53371
2324,ACTIVATION,3479
6431,ACTIVATION,8021
3454,ACTIVATION,51561
8487,ACTIVATION,79902
3015,ACTIVATION,2811
3683,ACTIVATION,1399
2277,ACTIVATION,5159
1783,ACTIVATION,378708
6387,ACTIVATION,1233
64108,ACTIVATION,79501
1981,ACTIVATION,835
83444,ACTIVATION,5886
5087,ACTIVATION,4854
2998,ACTIVATION,89801
10569,ACTIVATION,57122
999,ACTIVATION,6935
100101267,ACTIVATION,9984
729597,ACTIVATION,1017
25782,ACTIVATION,1639
5781,ACTIVATION,3802
1062,ACTIVATION,7514
6189,ACTIVATION,88745
2782,ACTIVATION,3765
397,ACTIVATION,3725
861,ACTIVATION,8970
1058,ACTIVATION,6396
92840,ACTIVATION,128372
1311,ACTIVATION,3676
5290,ACTIVATION,3845
335,ACTIVATION,10011
390271,ACTIVATION,2788
2786,ACTIVATION,3363
6654,ACTIVATION,3932
8202,ACTIVATION,5346
4855,ACTIVATION,23462
728642,ACTIVATION,11064
54331,ACTIVATION,783
5290,ACTIVATION,2812
1783,ACTIVATION,57082
79003,ACTIVATION,5516
781,ACTIVATION,5566
441308,ACTIVATION,344892
983,ACTIVATION,993
23649,ACTIVATION,5001
51202,ACTIVATION,6189
5245,ACTIVATION,3845
59067,ACTIVATION,1956
5433,ACTIVATION,5434
54892,ACTIVATION,8341
55970,ACTIVATION,1128
2769,ACTIVATION,1128
5518,ACTIVATION,55055
7297,ACTIVATION,6775
7189,ACTIVATION,3553
8086,ACTIVATION,348995
51764,ACTIVATION,8386
8348,ACTIVATION,8345
403273,ACTIVATION,51308
2033,ACTIVATION,2056
387,ACTIVATION,4210
2625,ACTIVATION,51043
57506,ACTIVATION,64127
1956,ACTIVATION,1489
2057,ACTIVATION,51561
27341,ACTIVATION,55813
55466,ACTIVATION,10294
10926,ACTIVATION,23649
5879,ACTIVATION,10810
51764,ACTIVATION,125962
4915,ACTIVATION,1944
1129,ACTIVATION,2791
51764,ACTIVATION,121275
4318,ACTIVATION,4689
5563,ACTIVATION,51719
7032,ACTIVATION,1499
8976,ACTIVATION,998
348995,ACTIVATION,6431
5440,ACTIVATION,5436
23236,ACTIVATION,3643
2770,ACTIVATION,5600
998,ACTIVATION,55055
