gene_from,relationship,gene_to
3082,INHIBITION,6692
28991,INHIBITION,285231
1649,INHIBITION,596
84259,INHIBITION,899
1857,INHIBITION,324
26267,INHIBITION,144699
114907,INHIBITION,6500
1233,INHIBITION,63940
324,INHIBITION,4040
79544,INHIBITION,408
3320,INHIBITION,867
201456,INHIBITION,23014
346517,INHIBITION,5566
26224,INHIBITION,1408
84259,INHIBITION,84261
192669,INHIBITION,8970
5595,INHIBITION,841
51256,INHIBITION,5595
5438,INHIBITION,22916
9575,INHIBITION,1408
119687,INHIBITION,5568
156,INHIBITION,79473
201456,INHIBITION,26270
4893,INHIBITION,6196
408,INHIBITION,81050
2255,INHIBITION,2248
2963,INHIBITION,4670
93611,INHIBITION,29099
5145,INHIBITION,2779
121129,INHIBITION,408
5567,INHIBITION,79290
1978,INHIBITION,389541
2771,INHIBITION,917
55212,INHIBITION,84100
199699,INHIBITION,55997
7323,INHIBITION,23412
5478,INHIBITION,5532
408,INHIBITION,158131
9232,INHIBITION,9700
29099,INHIBITION,26267
3674,INHIBITION,8340
5528,INHIBITION,59285
54165,INHIBITION,7316
3845,INHIBITION,11044
219865,INHIBITION,5566
4713,INHIBITION,5568
6363,INHIBITION,3586
408,INHIBITION,29924
5996,INHIBITION,9564
5433,INHIBITION,5431
79176,INHIBITION,8454
6778,INHIBITION,5771
23369,INHIBITION,123879
11345,INHIBITION,84938
6500,INHIBITION,26271
3660,INHIBITION,3444
79784,INHIBITION,5058
408,INHIBITION,81285
8454,INHIBITION,54951
3952,INHIBITION,90390
9350,INHIBITION,55997
126006,INHIBITION,4985
5260,INHIBITION,5500
129880,INHIBITION,27241
3716,INHIBITION,8835
983,INHIBITION,494551
5566,INHIBITION,26539
2770,INHIBITION,6812
781,INHIBITION,5525
774,INHIBITION,2785
8817,INHIBITION,2251
815,INHIBITION,5144
390157,INHIBITION,5566
2932,INHIBITION,2998
156,INHIBITION,81127
401992,INHIBITION,409
664,INHIBITION,598
2252,INHIBITION,2254
8074,INHIBITION,27006
387748,INHIBITION,157
9021,INHIBITION,7297
1374,INHIBITION,6667
126006,INHIBITION,57007
219447,INHIBITION,5566
8408,INHIBITION,2475
112476,INHIBITION,3815
3444,INHIBITION,5777
409,INHIBITION,286365
773,INHIBITION,55970
26190,INHIBITION,6500
5104,INHIBITION,7450
9978,INHIBITION,150726
109,INHIBITION,2791
23643,INHIBITION,4064
9021,INHIBITION,3443
7044,INHIBITION,7042
730,INHIBITION,735
4893,INHIBITION,57670
5499,INHIBITION,84152
26533,INHIBITION,5567
5568,INHIBITION,4994
150726,INHIBITION,26268
3452,INHIBITION,3444
9978,INHIBITION,54620
343173,INHIBITION,157
143496,INHIBITION,157
51397,INHIBITION,26267
842,INHIBITION,5291
391189,INHIBITION,156
219432,INHIBITION,156
390064,INHIBITION,156
63940,INHIBITION,2912
5568,INHIBITION,4720
6424,INHIBITION,8324
64344,INHIBITION,8453
3827,INHIBITION,26086
50859,INHIBITION,7077
9146,INHIBITION,9525
5894,INHIBITION,11044
896,INHIBITION,1869
1108,INHIBITION,3659
10772,INHIBITION,3187
2359,INHIBITION,126006
3952,INHIBITION,9862
23014,INHIBITION,55294
1880,INHIBITION,126006
3449,INHIBITION,5781
5437,INHIBITION,23543
59285,INHIBITION,5519
1676,INHIBITION,3002
93589,INHIBITION,5515
51289,INHIBITION,26086
1147,INHIBITION,27005
2260,INHIBITION,8074
23291,INHIBITION,285231
54165,INHIBITION,84259
5567,INHIBITION,26539
5567,INHIBITION,81697
4738,INHIBITION,149951
63940,INHIBITION,10022
10023,INHIBITION,2932
8392,INHIBITION,5566
26263,INHIBITION,84261
10368,INHIBITION,5518
149951,INHIBITION,9040
2308,INHIBITION,1027
144699,INHIBITION,55208
3187,INHIBITION,2962
7128,INHIBITION,55072
3454,INHIBITION,5781
126370,INHIBITION,157
10971,INHIBITION,7529
28991,INHIBITION,146330
156,INHIBITION,390433
192669,INHIBITION,26523
27127,INHIBITION,9700
5435,INHIBITION,5431
8342,INHIBITION,2811
783,INHIBITION,5528
9564,INHIBITION,5770
2549,INHIBITION,5781
776,INHIBITION,55844
120065,INHIBITION,157
390084,INHIBITION,157
9350,INHIBITION,51384
5921,INHIBITION,3265
2253,INHIBITION,2261
156,INHIBITION,121130
51256,INHIBITION,3551
3586,INHIBITION,6351
8660,INHIBITION,5599
7428,INHIBITION,7316
5568,INHIBITION,128371
5502,INHIBITION,5526
2793,INHIBITION,108
2826,INHIBITION,126006
26086,INHIBITION,4852
4893,INHIBITION,2335
26268,INHIBITION,84261
219432,INHIBITION,5566
3351,INHIBITION,26086
23291,INHIBITION,54461
54951,INHIBITION,146330
330,INHIBITION,1521
5567,INHIBITION,8383
5111,INHIBITION,896
408,INHIBITION,119694
54620,INHIBITION,126433
781,INHIBITION,5528
80739,INHIBITION,51206
899,INHIBITION,26232
5567,INHIBITION,219983
390058,INHIBITION,408
1869,INHIBITION,79733
9655,INHIBITION,3716
85236,INHIBITION,57690
51806,INHIBITION,5499
29099,INHIBITION,84261
8473,INHIBITION,208
5770,INHIBITION,1398
5527,INHIBITION,785
894,INHIBITION,1029
3674,INHIBITION,8334
3440,INHIBITION,7297
330,INHIBITION,8722
3451,INHIBITION,3449
1260,INHIBITION,51806
157,INHIBITION,119694
5519,INHIBITION,7137
64344,INHIBITION,9978
156,INHIBITION,127069
6502,INHIBITION,54939
80204,INHIBITION,93611
5567,INHIBITION,3710
5970,INHIBITION,1374
51701,INHIBITION,192669
4540,INHIBITION,5566
1847,INHIBITION,5601
5567,INHIBITION,390437
26086,INHIBITION,5540
196883,INHIBITION,2782
85407,INHIBITION,5528
57154,INHIBITION,4089
84259,INHIBITION,23412
84259,INHIBITION,28952
57761,INHIBITION,10000
26086,INHIBITION,388372
2932,INHIBITION,5529
3312,INHIBITION,4089
7532,INHIBITION,7534
3449,INHIBITION,3444
59284,INHIBITION,5527
54951,INHIBITION,93611
55170,INHIBITION,7057
26086,INHIBITION,3352
54939,INHIBITION,150726
408,INHIBITION,338662
801,INHIBITION,5507
9040,INHIBITION,84085
9254,INHIBITION,28227
5925,INHIBITION,6908
23194,INHIBITION,283807
5438,INHIBITION,3185
115290,INHIBITION,10517
2788,INHIBITION,26086
409,INHIBITION,81061
89780,INHIBITION,6425
246184,INHIBITION,1017
5770,INHIBITION,8471
369,INHIBITION,3845
201456,INHIBITION,6502
149951,INHIBITION,55208
5501,INHIBITION,468
84259,INHIBITION,8453
6772,INHIBITION,9306
2775,INHIBITION,916
26338,INHIBITION,157
1029,INHIBITION,57690
32,INHIBITION,5571
6468,INHIBITION,84261
7040,INHIBITION,7046
8808,INHIBITION,27177
55208,INHIBITION,126433
26539,INHIBITION,5568
126006,INHIBITION,1903
157,INHIBITION,255725
2060,INHIBITION,1175
55208,INHIBITION,55294
4343,INHIBITION,23112
2790,INHIBITION,111
119764,INHIBITION,5568
23142,INHIBITION,285231
26476,INHIBITION,5566
776,INHIBITION,2771
84085,INHIBITION,55294
219959,INHIBITION,156
5566,INHIBITION,119692
8590,INHIBITION,5568
390061,INHIBITION,5566
5581,INHIBITION,7417
111,INHIBITION,2784
5777,INHIBITION,51206
572,INHIBITION,10971
5566,INHIBITION,3760
11337,INHIBITION,23192
135941,INHIBITION,5568
26259,INHIBITION,23014
29899,INHIBITION,2917
5519,INHIBITION,775
10673,INHIBITION,330
8341,INHIBITION,7343
3717,INHIBITION,3460
2783,INHIBITION,779
54541,INHIBITION,7534
126541,INHIBITION,156
5478,INHIBITION,4775
29899,INHIBITION,4852
2153,INHIBITION,5624
115290,INHIBITION,55336
7094,INHIBITION,5575
4636,INHIBITION,4660
10325,INHIBITION,9681
29978,INHIBITION,551
441669,INHIBITION,408
5594,INHIBITION,7249
170622,INHIBITION,26235
6932,INHIBITION,64321
10772,INHIBITION,5725
259286,INHIBITION,29899
81168,INHIBITION,408
51433,INHIBITION,1017
1390,INHIBITION,64764
23014,INHIBITION,28991
26190,INHIBITION,84261
5568,INHIBITION,121275
23401,INHIBITION,5527
80204,INHIBITION,26232
2266,INHIBITION,369
5515,INHIBITION,5605
9978,INHIBITION,222235
2690,INHIBITION,3717
409,INHIBITION,119695
53829,INHIBITION,63940
5433,INHIBITION,5437
582,INHIBITION,84100
3725,INHIBITION,3204
409,INHIBITION,343173
3558,INHIBITION,3716
474382,INHIBITION,3674
3667,INHIBITION,5588
4846,INHIBITION,8473
64223,INHIBITION,60673
8338,INHIBITION,57690
23412,INHIBITION,4008
126006,INHIBITION,1902
84085,INHIBITION,149951
8453,INHIBITION,6923
5788,INHIBITION,3120
54951,INHIBITION,64344
147111,INHIBITION,81029
4088,INHIBITION,3065
25870,INHIBITION,416
149951,INHIBITION,23194
6503,INHIBITION,3055
10517,INHIBITION,23142
409,INHIBITION,5037
28227,INHIBITION,786
7187,INHIBITION,7133
5499,INHIBITION,784
5568,INHIBITION,219482
157,INHIBITION,390151
26188,INHIBITION,409
583,INHIBITION,582
440275,INHIBITION,5500
219431,INHIBITION,5567
10379,INHIBITION,2353
7343,INHIBITION,8932
9759,INHIBITION,3659
114907,INHIBITION,84961
123879,INHIBITION,4008
64764,INHIBITION,2932
146330,INHIBITION,84961
6500,INHIBITION,26232
23142,INHIBITION,7316
208,INHIBITION,2309
256892,INHIBITION,409
2793,INHIBITION,107
51725,INHIBITION,146330
4536,INHIBITION,5566
409,INHIBITION,127068
613,INHIBITION,5777
7314,INHIBITION,54951
7249,INHIBITION,10971
353500,INHIBITION,8646
192670,INHIBITION,192669
5516,INHIBITION,59283
5501,INHIBITION,816
55294,INHIBITION,26259
23191,INHIBITION,5880
63940,INHIBITION,259289
1026,INHIBITION,7321
10325,INHIBITION,84232
94235,INHIBITION,126006
57805,INHIBITION,3312
5567,INHIBITION,4992
5573,INHIBITION,3688
26086,INHIBITION,4543
5617,INHIBITION,6500
57634,INHIBITION,29855
6502,INHIBITION,26190
341152,INHIBITION,157
51725,INHIBITION,84259
5566,INHIBITION,26532
4087,INHIBITION,10589
2932,INHIBITION,139285
3456,INHIBITION,3451
80233,INHIBITION,57599
409,INHIBITION,390439
5037,INHIBITION,5908
79317,INHIBITION,156
22808,INHIBITION,9771
5921,INHIBITION,22806
6915,INHIBITION,7052
84259,INHIBITION,26190
125963,INHIBITION,409
26086,INHIBITION,1902
1540,INHIBITION,6885
26263,INHIBITION,26235
5726,INHIBITION,26086
29899,INHIBITION,2791
55294,INHIBITION,79791
8315,INHIBITION,283455
8841,INHIBITION,4862
3690,INHIBITION,3265
9088,INHIBITION,6195
2771,INHIBITION,774
129880,INHIBITION,54585
284521,INHIBITION,5567
6262,INHIBITION,28227
2784,INHIBITION,773
157,INHIBITION,8386
779,INHIBITION,2788
585,INHIBITION,55212
29924,INHIBITION,554
5441,INHIBITION,54845
3558,INHIBITION,861
113,INHIBITION,2787
26235,INHIBITION,84259
8809,INHIBITION,27178
114907,INHIBITION,9978
7124,INHIBITION,1432
10000,INHIBITION,4217
2475,INHIBITION,5564
5571,INHIBITION,84335
114,INHIBITION,817
1487,INHIBITION,595
2648,INHIBITION,3280
3448,INHIBITION,3443
5519,INHIBITION,10369
7375,INHIBITION,10616
257397,INHIBITION,7128
390883,INHIBITION,156
9099,INHIBITION,8717
84961,INHIBITION,26224
246778,INHIBITION,10148
4008,INHIBITION,149951
79345,INHIBITION,156
54951,INHIBITION,23291
219952,INHIBITION,157
2784,INHIBITION,111
116379,INHIBITION,58985
125963,INHIBITION,157
26270,INHIBITION,28952
26268,INHIBITION,25793
7186,INHIBITION,7124
219477,INHIBITION,5567
11213,INHIBITION,3557
222235,INHIBITION,54461
5567,INHIBITION,26533
4686,INHIBITION,5435
10413,INHIBITION,8463
259289,INHIBITION,26086
5593,INHIBITION,5331
3576,INHIBITION,5073
1869,INHIBITION,23269
3952,INHIBITION,9439
56670,INHIBITION,63940
26268,INHIBITION,222235
816,INHIBITION,5143
156,INHIBITION,196335
25906,INHIBITION,1027
122742,INHIBITION,5568
115,INHIBITION,2784
5566,INHIBITION,8390
5519,INHIBITION,3654
51433,INHIBITION,9133
157,INHIBITION,26476
5568,INHIBITION,4710
5518,INHIBITION,786
23401,INHIBITION,2932
1026,INHIBITION,5925
79791,INHIBITION,54620
5801,INHIBITION,1432
775,INHIBITION,3630
54850,INHIBITION,28991
6500,INHIBITION,2689
8473,INHIBITION,4846
163688,INHIBITION,5501
2887,INHIBITION,1796
7057,INHIBITION,8331
29978,INHIBITION,8322
8600,INHIBITION,330
6714,INHIBITION,139341
5500,INHIBITION,10368
5473,INHIBITION,29899
2335,INHIBITION,3845
5566,INHIBITION,11345
138805,INHIBITION,5567
890,INHIBITION,996
4738,INHIBITION,84259
865,INHIBITION,861
157,INHIBITION,128360
27327,INHIBITION,5728
2771,INHIBITION,63940
6688,INHIBITION,862
1017,INHIBITION,51434
55294,INHIBITION,54939
10399,INHIBITION,8717
408,INHIBITION,390199
2153,INHIBITION,5104
54951,INHIBITION,26232
1994,INHIBITION,5564
4893,INHIBITION,8087
1129,INHIBITION,29924
1950,INHIBITION,1956
4914,INHIBITION,3551
3674,INHIBITION,23309
3315,INHIBITION,356
283162,INHIBITION,157
55294,INHIBITION,93611
23194,INHIBITION,114907
6616,INHIBITION,200081
3714,INHIBITION,4851
23586,INHIBITION,9636
5568,INHIBITION,126541
5500,INHIBITION,2903
8660,INHIBITION,5590
3066,INHIBITION,4089
5568,INHIBITION,219874
8792,INHIBITION,330
5566,INHIBITION,256892
710,INHIBITION,4153
26259,INHIBITION,150684
3002,INHIBITION,51807
409,INHIBITION,391194
5566,INHIBITION,4541
90993,INHIBITION,1390
135946,INHIBITION,5567
5257,INHIBITION,79660
1956,INHIBITION,1950
2060,INHIBITION,115548
899,INHIBITION,9040
2309,INHIBITION,7529
156,INHIBITION,441669
7124,INHIBITION,1050
7428,INHIBITION,7322
778,INHIBITION,2791
7124,INHIBITION,1540
10369,INHIBITION,5519
5934,INHIBITION,4605
126433,INHIBITION,54620
9575,INHIBITION,1453
5500,INHIBITION,776
5437,INHIBITION,5436
170622,INHIBITION,29099
51122,INHIBITION,51725
6233,INHIBITION,4194
1736,INHIBITION,3458
1258,INHIBITION,91860
5432,INHIBITION,5439
331,INHIBITION,1508
10818,INHIBITION,2248
50838,INHIBITION,63940
29899,INHIBITION,2831
390439,INHIBITION,5566
54850,INHIBITION,149951
80835,INHIBITION,29899
79295,INHIBITION,156
27091,INHIBITION,5516
3066,INHIBITION,4087
157,INHIBITION,119695
29899,INHIBITION,2771
2861,INHIBITION,126006
54951,INHIBITION,28991
26086,INHIBITION,5179
7102,INHIBITION,2890
3460,INHIBITION,3717
23097,INHIBITION,3952
28952,INHIBITION,149951
28952,INHIBITION,29099
9254,INHIBITION,5521
26270,INHIBITION,80028
7852,INHIBITION,63940
4343,INHIBITION,192669
7004,INHIBITION,10413
51397,INHIBITION,26259
5528,INHIBITION,324
2932,INHIBITION,5519
9978,INHIBITION,84261
390323,INHIBITION,409
4893,INHIBITION,54518
23412,INHIBITION,6923
7186,INHIBITION,7133
390882,INHIBITION,157
5518,INHIBITION,5516
4233,INHIBITION,999
2784,INHIBITION,63940
5055,INHIBITION,5327
7529,INHIBITION,54845
5435,INHIBITION,2962
4343,INHIBITION,8970
3593,INHIBITION,3594
4609,INHIBITION,26523
157,INHIBITION,144125
5566,INHIBITION,401993
2783,INHIBITION,109
390275,INHIBITION,409
25998,INHIBITION,5336
50616,INHIBITION,3716
138803,INHIBITION,409
23239,INHIBITION,208
63940,INHIBITION,4985
26263,INHIBITION,84085
157,INHIBITION,119678
57690,INHIBITION,1105
1268,INHIBITION,107
5568,INHIBITION,219875
899,INHIBITION,54165
390190,INHIBITION,156
5610,INHIBITION,5611
7532,INHIBITION,2309
8131,INHIBITION,10325
51433,INHIBITION,1027
100423062,INHIBITION,6850
51397,INHIBITION,201456
8823,INHIBITION,2247
5566,INHIBITION,4725
2034,INHIBITION,8453
673,INHIBITION,9061
4694,INHIBITION,5567
5522,INHIBITION,59285
7322,INHIBITION,51397
219952,INHIBITION,5567
5568,INHIBITION,4694
3005,INHIBITION,4001
390538,INHIBITION,156
2932,INHIBITION,5515
4738,INHIBITION,23194
115290,INHIBITION,6500
10459,INHIBITION,51343
10163,INHIBITION,81624
7323,INHIBITION,149951
26234,INHIBITION,149951
3717,INHIBITION,8945
9687,INHIBITION,192669
7311,INHIBITION,6921
2892,INHIBITION,5501
254783,INHIBITION,5568
5567,INHIBITION,219958
7428,INHIBITION,28952
5880,INHIBITION,7409
5565,INHIBITION,2475
4747,INHIBITION,6647
64805,INHIBITION,63940
80028,INHIBITION,150726
5594,INHIBITION,100132074
3952,INHIBITION,9442
51122,INHIBITION,9978
5590,INHIBITION,5598
146330,INHIBITION,26263
5566,INHIBITION,134083
5568,INHIBITION,81448
156,INHIBITION,403239
26086,INHIBITION,2786
7311,INHIBITION,4194
26235,INHIBITION,149951
585,INHIBITION,84100
4633,INHIBITION,4660
1017,INHIBITION,2308
1021,INHIBITION,595
5568,INHIBITION,2308
28227,INHIBITION,10000
219875,INHIBITION,409
8881,INHIBITION,1027
5880,INHIBITION,5365
5947,INHIBITION,207
23774,INHIBITION,10000
84539,INHIBITION,126006
26043,INHIBITION,150684
3708,INHIBITION,5566
3164,INHIBITION,208
5594,INHIBITION,5801
201456,INHIBITION,10517
4772,INHIBITION,5602
390195,INHIBITION,5567
390152,INHIBITION,5567
4008,INHIBITION,4738
6850,INHIBITION,974
157,INHIBITION,138883
222235,INHIBITION,54620
5500,INHIBITION,9475
6374,INHIBITION,26086
138799,INHIBITION,5567
170622,INHIBITION,23142
10256,INHIBITION,3265
369,INHIBITION,10827
54331,INHIBITION,108
10148,INHIBITION,9466
207,INHIBITION,5515
773,INHIBITION,2793
150684,INHIBITION,146330
23363,INHIBITION,6233
731,INHIBITION,732
170622,INHIBITION,8454
26189,INHIBITION,5568
5566,INHIBITION,390883
2773,INHIBITION,778
2735,INHIBITION,596
6500,INHIBITION,1027
26232,INHIBITION,6502
26212,INHIBITION,156
7057,INHIBITION,865
8837,INHIBITION,8795
5440,INHIBITION,5434
4217,INHIBITION,207
778,INHIBITION,51764
1325,INHIBITION,63940
54461,INHIBITION,9978
57634,INHIBITION,3008
11035,INHIBITION,355
993,INHIBITION,5934
283807,INHIBITION,26235
9314,INHIBITION,1499
108,INHIBITION,2771
3449,INHIBITION,5777
5499,INHIBITION,816
8844,INHIBITION,57085
403284,INHIBITION,5567
2773,INHIBITION,773
79784,INHIBITION,4659
5567,INHIBITION,26189
80204,INHIBITION,26234
163688,INHIBITION,5509
727,INHIBITION,63940
26259,INHIBITION,84259
63940,INHIBITION,2357
409,INHIBITION,26494
79791,INHIBITION,9040
5595,INHIBITION,3845
5566,INHIBITION,390079
54951,INHIBITION,150684
5566,INHIBITION,121275
9467,INHIBITION,4067
6502,INHIBITION,54951
6772,INHIBITION,9021
5037,INHIBITION,3674
2788,INHIBITION,108
721,INHIBITION,722
5037,INHIBITION,2266
207,INHIBITION,1027
409,INHIBITION,127064
64344,INHIBITION,4738
59283,INHIBITION,5526
28952,INHIBITION,8945
7057,INHIBITION,4313
836,INHIBITION,329
26188,INHIBITION,157
54461,INHIBITION,79176
9978,INHIBITION,51397
28991,INHIBITION,9040
219986,INHIBITION,5568
8570,INHIBITION,3576
4092,INHIBITION,4088
409,INHIBITION,390271
4893,INHIBITION,1445
2997,INHIBITION,5564
58498,INHIBITION,5499
81929,INHIBITION,10641
84085,INHIBITION,54850
3845,INHIBITION,409
208,INHIBITION,5371
5502,INHIBITION,5525
156,INHIBITION,125963
5037,INHIBITION,9061
115290,INHIBITION,23194
7314,INHIBITION,1540
114907,INHIBITION,6468
3451,INHIBITION,8651
55208,INHIBITION,7323
2962,INHIBITION,54845
100532726,INHIBITION,5567
9306,INHIBITION,6776
26523,INHIBITION,4609
10023,INHIBITION,5528
408,INHIBITION,390264
6422,INHIBITION,7976
126006,INHIBITION,134
3185,INHIBITION,4686
5791,INHIBITION,3716
26234,INHIBITION,26270
7477,INHIBITION,6424
55970,INHIBITION,63940
51397,INHIBITION,26235
9306,INHIBITION,3718
54165,INHIBITION,84961
8554,INHIBITION,6775
26267,INHIBITION,79791
5894,INHIBITION,54518
28952,INHIBITION,26263
26339,INHIBITION,409
29882,INHIBITION,890
10798,INHIBITION,5567
5566,INHIBITION,125962
2033,INHIBITION,1499
149951,INHIBITION,144699
7048,INHIBITION,4090
408,INHIBITION,390439
56616,INHIBITION,329
6850,INHIBITION,100423062
9368,INHIBITION,409
8805,INHIBITION,8844
890,INHIBITION,7027
5500,INHIBITION,9254
5566,INHIBITION,390882
3791,INHIBITION,7422
115290,INHIBITION,84085
369,INHIBITION,4140
109,INHIBITION,54331
929,INHIBITION,7187
79791,INHIBITION,4008
5468,INHIBITION,6517
26086,INHIBITION,2357
6773,INHIBITION,8651
896,INHIBITION,7027
409,INHIBITION,122740
29899,INHIBITION,50833
390037,INHIBITION,5567
10670,INHIBITION,10641
59284,INHIBITION,5525
2811,INHIBITION,5270
7474,INHIBITION,7479
283297,INHIBITION,156
156,INHIBITION,120586
57670,INHIBITION,8844
5908,INHIBITION,8844
4538,INHIBITION,5567
1847,INHIBITION,5602
26086,INHIBITION,6352
146330,INHIBITION,26224
157,INHIBITION,391114
3082,INHIBITION,1495
890,INHIBITION,7324
7027,INHIBITION,317
4008,INHIBITION,123879
391196,INHIBITION,5566
84699,INHIBITION,1390
89801,INHIBITION,5256
156,INHIBITION,387748
841,INHIBITION,329
29899,INHIBITION,6370
1495,INHIBITION,4233
257397,INHIBITION,27005
2770,INHIBITION,774
6774,INHIBITION,8835
2962,INHIBITION,5440
5566,INHIBITION,158131
390155,INHIBITION,5567
3597,INHIBITION,8651
7189,INHIBITION,3553
9099,INHIBITION,257397
283807,INHIBITION,6468
81797,INHIBITION,409
163688,INHIBITION,5506
152138,INHIBITION,29108
2771,INHIBITION,920
9978,INHIBITION,54951
5440,INHIBITION,54845
1978,INHIBITION,8649
5519,INHIBITION,2932
6776,INHIBITION,5771
6323,INHIBITION,54331
1185,INHIBITION,369
5595,INHIBITION,2077
29899,INHIBITION,50865
8900,INHIBITION,1017
79176,INHIBITION,54620
4853,INHIBITION,3714
10459,INHIBITION,51434
80204,INHIBITION,26267
119749,INHIBITION,5567
8312,INHIBITION,1855
2280,INHIBITION,7048
7015,INHIBITION,3065
59283,INHIBITION,5501
5502,INHIBITION,5501
583,INHIBITION,6608
7027,INHIBITION,1026
138881,INHIBITION,5567
8651,INHIBITION,3451
4893,INHIBITION,5921
23163,INHIBITION,1211
2962,INHIBITION,23543
84251,INHIBITION,22905
408,INHIBITION,390882
3441,INHIBITION,3660
409,INHIBITION,126370
25937,INHIBITION,9113
54620,INHIBITION,26234
5566,INHIBITION,26716
23412,INHIBITION,8453
814,INHIBITION,6722
26267,INHIBITION,6502
26086,INHIBITION,3579
890,INHIBITION,1871
64422,INHIBITION,8837
899,INHIBITION,144699
1852,INHIBITION,5601
156,INHIBITION,219477
5502,INHIBITION,5499
779,INHIBITION,5518
54461,INHIBITION,149951
3932,INHIBITION,2771
3718,INHIBITION,5771
4087,INHIBITION,3065
778,INHIBITION,5592
390081,INHIBITION,5567
3778,INHIBITION,778
4660,INHIBITION,4627
7043,INHIBITION,4087
5881,INHIBITION,10928
409,INHIBITION,81341
5567,INHIBITION,81448
5364,INHIBITION,6237
29899,INHIBITION,5179
144699,INHIBITION,80204
5566,INHIBITION,26682
2060,INHIBITION,29924
1454,INHIBITION,5499
5568,INHIBITION,120775
219487,INHIBITION,5566
5567,INHIBITION,6323
55208,INHIBITION,79176
784,INHIBITION,5529
148022,INHIBITION,7099
1796,INHIBITION,3630
329,INHIBITION,9099
831,INHIBITION,7094
919,INHIBITION,2775
55208,INHIBITION,123879
778,INHIBITION,5593
1814,INHIBITION,26086
219473,INHIBITION,5567
4233,INHIBITION,1499
5567,INHIBITION,4694
3451,INHIBITION,3446
3308,INHIBITION,6767
1185,INHIBITION,8844
23014,INHIBITION,4738
5934,INHIBITION,995
4738,INHIBITION,201456
390144,INHIBITION,5568
54165,INHIBITION,6233
256892,INHIBITION,5568
5568,INHIBITION,390054
2785,INHIBITION,55811
219479,INHIBITION,5567
219875,INHIBITION,157
7187,INHIBITION,8740
861,INHIBITION,5275
6015,INHIBITION,8409
5440,INHIBITION,5437
6351,INHIBITION,26086
23239,INHIBITION,10000
51122,INHIBITION,23291
9063,INHIBITION,6773
2114,INHIBITION,2077
6233,INHIBITION,7398
9021,INHIBITION,6776
26235,INHIBITION,6468
10368,INHIBITION,5499
5566,INHIBITION,4709
55811,INHIBITION,2783
55208,INHIBITION,26268
3717,INHIBITION,3716
63940,INHIBITION,51764
5306,INHIBITION,6775
8321,INHIBITION,6425
6468,INHIBITION,26235
56729,INHIBITION,2908
341152,INHIBITION,156
2255,INHIBITION,8817
84962,INHIBITION,26524
5519,INHIBITION,779
51422,INHIBITION,3991
79317,INHIBITION,5568
6468,INHIBITION,23014
286826,INHIBITION,7153
23014,INHIBITION,26272
26259,INHIBITION,23142
4091,INHIBITION,4086
51422,INHIBITION,23216
7428,INHIBITION,29099
25793,INHIBITION,6502
6198,INHIBITION,389541
5525,INHIBITION,10369
3845,INHIBITION,8315
55336,INHIBITION,54850
5777,INHIBITION,3445
3018,INHIBITION,23112
11221,INHIBITION,5600
100132074,INHIBITION,5595
29899,INHIBITION,2920
57610,INHIBITION,3082
5500,INHIBITION,468
80204,INHIBITION,23014
1021,INHIBITION,5925
149951,INHIBITION,150726
26224,INHIBITION,144699
3516,INHIBITION,3280
28952,INHIBITION,4008
54518,INHIBITION,3265
5568,INHIBITION,4995
1185,INHIBITION,3265
773,INHIBITION,2787
5880,INHIBITION,387
26086,INHIBITION,1268
3577,INHIBITION,63940
5567,INHIBITION,158131
390081,INHIBITION,156
5436,INHIBITION,5432
598,INHIBITION,578
7157,INHIBITION,3024
355,INHIBITION,841
5595,INHIBITION,5604
442184,INHIBITION,5568
29945,INHIBITION,9184
51725,INHIBITION,26270
7137,INHIBITION,5528
814,INHIBITION,108
5519,INHIBITION,55799
57690,INHIBITION,25942
255626,INHIBITION,3674
5440,INHIBITION,2962
347733,INHIBITION,402
138882,INHIBITION,409
773,INHIBITION,2782
27123,INHIBITION,89780
890,INHIBITION,1027
6923,INHIBITION,7316
54461,INHIBITION,28952
7422,INHIBITION,3791
157,INHIBITION,4991
4728,INHIBITION,5566
10401,INHIBITION,6775
2168,INHIBITION,5970
23412,INHIBITION,2034
26707,INHIBITION,157
5037,INHIBITION,1445
113,INHIBITION,2784
8348,INHIBITION,4343
8334,INHIBITION,7057
8218,INHIBITION,29978
3187,INHIBITION,4686
3665,INHIBITION,5781
23412,INHIBITION,54620
4088,INHIBITION,7046
6921,INHIBITION,23412
1847,INHIBITION,5594
26272,INHIBITION,84259
81127,INHIBITION,408
4343,INHIBITION,8345
5568,INHIBITION,4708
5567,INHIBITION,390168
201456,INHIBITION,170622
4001,INHIBITION,3002
83439,INHIBITION,1487
27121,INHIBITION,7471
11035,INHIBITION,329
2247,INHIBITION,3730
338662,INHIBITION,5567
9771,INHIBITION,3265
26043,INHIBITION,149951
8453,INHIBITION,4738
4050,INHIBITION,9020
27330,INHIBITION,3265
5568,INHIBITION,127068
442361,INHIBITION,409
219865,INHIBITION,408
5525,INHIBITION,27092
8651,INHIBITION,3932
55957,INHIBITION,990
8717,INHIBITION,1540
144699,INHIBITION,79176
26263,INHIBITION,170622
26235,INHIBITION,28991
27327,INHIBITION,3838
3181,INHIBITION,10772
434,INHIBITION,6844
5433,INHIBITION,5435
51397,INHIBITION,84259
9184,INHIBITION,29882
3553,INHIBITION,3554
26086,INHIBITION,10563
4792,INHIBITION,958
6422,INHIBITION,7471
